id_noticia,author,category,target,full_num_tokens,full_pausality,full_emotiveness,full_diversity,full_verb_density,full_noun_density,full_adj_density,full_adv_density,full_pron_density,full_upper_case_density,full_avg_sentence_len,full_avg_word_len,trunc_num_tokens,trunc_pausality,trunc_emotiveness,trunc_diversity,trunc_verb_density,trunc_noun_density,trunc_adj_density,trunc_adv_density,trunc_pron_density,trunc_upper_case_density,trunc_avg_sentence_len,trunc_avg_word_len,dominio,year_publication,month_publication,link_density
35,2,0,1,229,1.105263157894737,0.2597402597402597,0.6372549019607843,0.148471615720524,0.1877729257641921,0.0480349344978165,0.0393013100436681,0.0698689956331877,0.0043668122270742,10.736842105263158,4.676470588235294,232,1.263157894736842,0.2631578947368421,0.6372549019607843,0.146551724137931,0.1810344827586207,0.0474137931034482,0.0387931034482758,0.0689655172413793,0.0043103448275862,10.736842105263158,4.661764705882353,1,2017,8,0.0
36,2,0,1,513,1.793103448275862,0.2424242424242424,0.5434298440979956,0.1481481481481481,0.1734892787524366,0.037037037037037,0.0409356725146198,0.0721247563352826,0.0058479532163742,15.482758620689657,4.503340757238307,535,2.235294117647059,0.2321428571428571,0.5256124721603563,0.1457943925233644,0.1682242990654205,0.0336448598130841,0.0392523364485981,0.0691588785046729,0.005607476635514,13.205882352941176,4.4543429844098,1,2017,8,0.0
37,2,0,1,367,2.375,0.2545454545454545,0.6039603960396039,0.1144414168937329,0.1852861035422343,0.0435967302452316,0.0326975476839237,0.0381471389645776,0.0163487738419618,12.625,4.858085808580858,375,2.75,0.2568807339449541,0.594059405940594,0.1093333333333333,0.1813333333333333,0.0426666666666666,0.032,0.0373333333333333,0.0133333333333333,12.625,4.831683168316832,1,2017,7,0.0
38,2,0,1,557,2.4074074074074074,0.3726708074534161,0.5185185185185185,0.1256732495511669,0.163375224416517,0.0538599640933572,0.0538599640933572,0.0323159784560143,0.0035906642728904,18.0,4.989711934156379,564,2.851851851851852,0.3664596273291925,0.5135135135135135,0.1205673758865248,0.1648936170212765,0.051418439716312,0.0531914893617021,0.0336879432624113,0.0035460992907801,17.814814814814813,5.016632016632016,1,2017,7,0.0
39,4,1,1,333,2.117647058823529,0.2586206896551724,0.6180555555555556,0.1231231231231231,0.2252252252252252,0.042042042042042,0.048048048048048,0.039039039039039,0.012012012012012,16.941176470588236,5.201388888888889,342,2.5,0.2831858407079646,0.6111111111111112,0.1198830409356725,0.2105263157894736,0.0467836257309941,0.0467836257309941,0.0380116959064327,0.0087719298245614,16.0,5.170138888888889,1,2017,7,0.0
40,2,0,1,829,1.5396825396825398,0.3562231759656652,0.4957627118644068,0.1254523522316043,0.1556091676718938,0.0518697225572979,0.0482509047044632,0.083232810615199,0.0048250904704463,11.238095238095235,4.55225988700565,830,1.5555555555555556,0.3562231759656652,0.4957627118644068,0.1253012048192771,0.1554216867469879,0.0518072289156626,0.0481927710843373,0.0831325301204819,0.0048192771084337,11.238095238095235,4.55225988700565,1,2017,7,0.0
41,2,0,1,338,2.066666666666667,0.2946428571428571,0.53156146179402,0.1213017751479289,0.2100591715976331,0.0562130177514792,0.0414201183431952,0.029585798816568,0.0029585798816568,20.066666666666663,4.704318936877076,257,2.75,0.2705882352941176,0.5714285714285714,0.1206225680933852,0.2101167315175097,0.0428015564202334,0.046692607003891,0.0311284046692607,0.0038910505836575,18.666666666666668,4.53125,1,2017,7,0.0
42,2,0,1,578,1.8333333333333333,0.3212121212121212,0.5267175572519084,0.0951557093425605,0.1903114186851211,0.0484429065743944,0.0432525951557093,0.0380622837370242,0.0069204152249134,21.83333333333333,4.948473282442748,441,1.9,0.3548387096774194,0.5409429280397022,0.0884353741496598,0.1927437641723356,0.0521541950113378,0.0476190476190476,0.0453514739229024,0.0045351473922902,20.15,4.923076923076923,1,2017,7,0.0034602076124567
43,2,0,1,360,1.2173913043478262,0.2129629629629629,0.5736196319018405,0.1166666666666666,0.1833333333333333,0.0388888888888888,0.025,0.0222222222222222,0.0055555555555555,14.173913043478262,4.935582822085889,376,1.7692307692307692,0.1944444444444444,0.5462962962962963,0.1143617021276595,0.1728723404255319,0.0319148936170212,0.0239361702127659,0.0212765957446808,0.0053191489361702,12.461538461538462,4.910493827160494,1,2017,7,0.0
44,2,0,1,450,2.388888888888889,0.2094594594594594,0.5544554455445545,0.1222222222222222,0.2066666666666666,0.04,0.0288888888888888,0.0177777777777777,0.0266666666666666,22.444444444444443,5.123762376237623,456,2.7777777777777777,0.2119205298013245,0.5483870967741935,0.1206140350877193,0.2105263157894736,0.0416666666666666,0.0285087719298245,0.0175438596491228,0.0263157894736842,22.38888888888889,5.119106699751861,1,2017,7,0.0133333333333333
45,2,0,1,218,2.9,0.3432835820895522,0.6594594594594595,0.128440366972477,0.1788990825688073,0.055045871559633,0.0504587155963302,0.0321100917431192,0.0091743119266055,18.5,5.394594594594595,220,2.583333333333333,0.3432835820895522,0.6594594594594595,0.1272727272727272,0.1772727272727272,0.0545454545454545,0.05,0.0318181818181818,0.009090909090909,15.416666666666666,5.383783783783784,1,2017,7,0.0
46,2,0,1,296,3.363636363636364,0.1585365853658536,0.6150793650793651,0.1047297297297297,0.1722972972972972,0.0337837837837837,0.0101351351351351,0.0236486486486486,0.027027027027027,22.90909090909091,5.174603174603175,303,2.75,0.1463414634146341,0.5992063492063492,0.1023102310231023,0.1683168316831683,0.0297029702970297,0.0099009900990099,0.0231023102310231,0.0231023102310231,15.75,5.146825396825397,1,2017,7,0.0
47,2,0,1,859,2.742857142857143,0.277992277992278,0.4804318488529014,0.1047729918509895,0.1967403958090803,0.0465657741559953,0.0372526193247962,0.019790454016298,0.0221187427240977,21.17142857142857,5.433198380566802,872,3.2222222222222223,0.2786259541984733,0.4777327935222672,0.1032110091743119,0.1972477064220183,0.0458715596330275,0.0378440366972477,0.018348623853211,0.021788990825688,20.58333333333333,5.415654520917679,1,2017,7,0.0034924330616996
48,2,0,1,284,2.5,0.2702702702702703,0.5791666666666667,0.0880281690140845,0.1725352112676056,0.056338028169014,0.0140845070422535,0.028169014084507,0.0387323943661971,15.0,4.908333333333333,284,2.5,0.2702702702702703,0.5791666666666667,0.0880281690140845,0.1725352112676056,0.056338028169014,0.0140845070422535,0.028169014084507,0.0387323943661971,15.0,4.908333333333333,1,2017,7,0.0
49,2,0,1,336,2.333333333333333,0.1923076923076923,0.5847750865051903,0.1309523809523809,0.1785714285714285,0.0148809523809523,0.0446428571428571,0.0297619047619047,0.0059523809523809,16.055555555555557,4.899653979238754,345,2.55,0.1682242990654205,0.5743944636678201,0.1333333333333333,0.1768115942028985,0.008695652173913,0.0434782608695652,0.0318840579710144,0.0028985507246376,14.45,4.868512110726644,1,2017,7,0.0
50,5,0,1,897,1.9545454545454544,0.3778625954198473,0.501891551071879,0.0992196209587513,0.1928651059085841,0.0657748049052396,0.0445930880713489,0.0423634336677814,0.0044593088071348,18.022727272727277,5.1046658259773015,301,2.5,0.4186046511627907,0.6278195488721805,0.1129568106312292,0.1727574750830564,0.0664451827242525,0.0531561461794019,0.0531561461794019,0.0033222591362126,19.0,5.165413533834586,1,2017,7,0.0
51,2,0,1,500,1.4666666666666666,0.3450704225352112,0.5555555555555556,0.116,0.168,0.048,0.05,0.038,0.01,15.0,4.9,516,2.0,0.3496503496503496,0.5444444444444444,0.1085271317829457,0.1686046511627907,0.0484496124031007,0.0484496124031007,0.0368217054263565,0.0096899224806201,15.0,4.864444444444445,1,2017,7,0.0
52,2,0,1,351,1.4444444444444444,0.2212389380530973,0.5947712418300654,0.150997150997151,0.1709401709401709,0.037037037037037,0.0341880341880341,0.0598290598290598,0.0056980056980056,11.333333333333334,4.882352941176471,364,1.8571428571428568,0.2232142857142857,0.5784313725490197,0.1428571428571428,0.1648351648351648,0.0357142857142857,0.0329670329670329,0.0604395604395604,0.0027472527472527,10.928571428571429,4.839869281045751,1,2017,7,0.0
53,2,0,1,252,1.8,0.2317073170731707,0.6470588235294118,0.115079365079365,0.2103174603174603,0.0396825396825396,0.0357142857142857,0.0238095238095238,0.0158730158730158,14.733333333333333,5.02262443438914,252,1.8,0.2317073170731707,0.6470588235294118,0.115079365079365,0.2103174603174603,0.0396825396825396,0.0357142857142857,0.0238095238095238,0.0158730158730158,14.733333333333333,5.02262443438914,1,2017,7,0.0
54,2,2,1,223,1.9090909090909087,0.3636363636363636,0.628140703517588,0.085201793721973,0.1614349775784753,0.0403587443946188,0.0493273542600896,0.0313901345291479,0.0089686098654708,18.09090909090909,5.175879396984925,226,2.1818181818181817,0.3571428571428571,0.6231155778894473,0.0884955752212389,0.1592920353982301,0.0398230088495575,0.0486725663716814,0.0353982300884955,0.0088495575221238,18.09090909090909,5.160804020100502,1,2017,6,0.0
55,2,0,1,439,1.9666666666666663,0.2061068702290076,0.5849056603773585,0.1116173120728929,0.1867881548974943,0.0341685649202733,0.0273348519362186,0.0296127562642369,0.0045558086560364,12.366666666666667,5.328840970350404,350,1.851851851851852,0.1682242990654205,0.6,0.1114285714285714,0.1942857142857142,0.0314285714285714,0.02,0.0285714285714285,0.0057142857142857,11.11111111111111,5.333333333333333,1,2017,6,0.0
56,2,0,1,293,2.9166666666666665,0.1515151515151515,0.5634920634920635,0.1160409556313993,0.2218430034129692,0.030716723549488,0.0204778156996587,0.0136518771331058,0.0204778156996587,21.0,5.222222222222222,295,3.1666666666666665,0.1515151515151515,0.5577689243027888,0.1152542372881356,0.2203389830508474,0.0305084745762711,0.0203389830508474,0.0135593220338983,0.0203389830508474,20.916666666666668,5.231075697211155,1,2017,6,0.0
57,2,0,1,281,1.8666666666666667,0.1111111111111111,0.5542168674698795,0.1352313167259786,0.2170818505338078,0.0249110320284697,0.0142348754448398,0.0427046263345195,0.0071174377224199,16.6,4.755020080321285,281,1.8666666666666667,0.1111111111111111,0.5542168674698795,0.1352313167259786,0.2170818505338078,0.0249110320284697,0.0142348754448398,0.0427046263345195,0.0071174377224199,16.6,4.755020080321285,1,2017,6,0.0
58,2,1,1,371,3.090909090909091,0.2384615384615384,0.6024096385542169,0.1024258760107816,0.2479784366576819,0.0646900269541779,0.0188679245283018,0.0161725067385444,0.0053908355795148,30.181818181818183,4.786144578313253,397,4.6923076923076925,0.2781954887218045,0.5619335347432024,0.1032745591939546,0.2317380352644836,0.0755667506297229,0.017632241813602,0.0151133501259445,0.0050377833753148,25.46153846153846,4.719033232628399,1,2017,6,0.0
59,2,1,1,253,2.6,0.2235294117647059,0.6412556053811659,0.1304347826086956,0.2055335968379446,0.0434782608695652,0.0316205533596837,0.0237154150197628,0.0079051383399209,22.3,5.20627802690583,259,2.909090909090909,0.2159090909090909,0.6412556053811659,0.1312741312741312,0.2084942084942085,0.0424710424710424,0.0308880308880308,0.0231660231660231,0.0077220077220077,20.272727272727277,5.179372197309417,1,2017,6,0.0
60,2,1,1,867,2.5277777777777777,0.3029197080291971,0.4566929133858268,0.1141868512110726,0.2018454440599769,0.0426758938869665,0.0530565167243368,0.0530565167243368,0.008073817762399,21.166666666666668,4.775590551181103,882,3.0,0.3102189781021898,0.4473684210526316,0.1111111111111111,0.1995464852607709,0.0453514739229024,0.0510204081632653,0.0532879818594104,0.0068027210884353,21.11111111111111,4.765789473684211,1,2017,6,0.0046136101499423
61,2,2,1,368,1.3333333333333333,0.3478260869565217,0.5119760479041916,0.1005434782608695,0.1494565217391304,0.0407608695652173,0.046195652173913,0.0326086956521739,0.0163043478260869,15.904761904761903,4.898203592814372,152,2.625,0.3421052631578947,0.6030534351145038,0.0921052631578947,0.1578947368421052,0.0526315789473684,0.0328947368421052,0.0131578947368421,0.006578947368421,16.375,4.954198473282442,1,2017,6,0.0
62,2,0,1,837,2.8,0.1825726141078838,0.4321475625823452,0.089605734767025,0.1983273596176822,0.026284348864994,0.026284348864994,0.025089605734767,0.003584229390681,30.36,5.118577075098814,796,4.36,0.1935483870967742,0.4264919941775837,0.0841708542713567,0.1884422110552764,0.0276381909547738,0.0251256281407035,0.0238693467336683,0.0,27.48,5.12372634643377,1,2017,6,0.0
63,2,0,1,358,3.208333333333333,0.265625,0.578125,0.053072625698324,0.1256983240223463,0.0391061452513966,0.0083798882681564,0.0139664804469273,0.0363128491620111,10.666666666666666,4.80078125,358,3.208333333333333,0.265625,0.578125,0.053072625698324,0.1256983240223463,0.0391061452513966,0.0083798882681564,0.0139664804469273,0.0363128491620111,10.666666666666666,4.80078125,1,2017,6,0.0
64,2,0,1,386,1.7391304347826086,0.2761194029850746,0.6491228070175439,0.0984455958549222,0.2487046632124352,0.0647668393782383,0.0310880829015544,0.0181347150259067,0.0077720207253886,14.869565217391305,4.976608187134503,397,2.260869565217391,0.2666666666666666,0.6422287390029325,0.0957178841309823,0.2443324937027707,0.0604534005037783,0.0302267002518891,0.0201511335012594,0.0075566750629722,14.826086956521738,4.956011730205279,1,2017,6,0.0
65,2,0,1,391,1.818181818181818,0.2926829268292683,0.5652173913043478,0.1125319693094629,0.2020460358056266,0.0485933503836317,0.0434782608695652,0.0460358056265984,0.0358056265984654,15.681818181818182,5.098550724637681,411,2.727272727272727,0.3057851239669421,0.5420289855072464,0.1070559610705596,0.1873479318734793,0.048661800486618,0.0413625304136253,0.0413625304136253,0.0316301703163017,15.681818181818182,5.040579710144928,1,2017,6,0.0102301790281329
