id_noticia,target,trunc_num_tokens,trunc_pausality,trunc_emotiveness,trunc_diversity,trunc_verb_density,trunc_noun_density,trunc_adj_density,trunc_adv_density,trunc_pron_density,trunc_upper_case_density,trunc_avg_sentence_len,trunc_avg_word_len,link_density
11,1,212,2.1666666666666665,0.2258064516129032,0.5524861878453039,0.0990566037735849,0.1933962264150943,0.0424528301886792,0.0235849056603773,0.0283018867924528,0.0,15.083333333333334,4.950276243093922,0.0
12,1,269,2.6666666666666665,0.3150684931506849,0.5584415584415584,0.1301115241635687,0.1412639405204461,0.0223048327137546,0.0631970260223048,0.070631970260223,0.0334572490706319,19.25,4.653679653679654,0.0
13,1,287,2.363636363636364,0.1444444444444444,0.5764705882352941,0.1428571428571428,0.1707317073170731,0.0278745644599303,0.0174216027874564,0.0278745644599303,0.0383275261324041,23.181818181818183,4.858823529411764,0.0
14,1,129,2.0,0.2162162162162162,0.6636363636363637,0.1240310077519379,0.1627906976744186,0.0310077519379844,0.0310077519379844,0.0542635658914728,0.0310077519379844,15.714285714285714,4.8090909090909095,0.0
15,1,155,3.0,0.25,0.7286821705426356,0.0967741935483871,0.1354838709677419,0.0129032258064516,0.0451612903225806,0.0709677419354838,0.0064516129032258,18.428571428571427,4.775193798449612,0.0
16,1,363,2.227272727272727,0.2702702702702703,0.5159235668789809,0.1349862258953168,0.1707988980716253,0.0358126721763085,0.046831955922865,0.0688705234159779,0.0275482093663911,14.272727272727272,4.856687898089172,0.0
17,1,797,2.84375,0.204778156996587,0.4353448275862069,0.1430363864491844,0.2245922208281054,0.0313676286072772,0.0439146800501882,0.0514429109159347,0.0087829360100376,21.75,4.353448275862069,0.0012820512820512
18,1,209,2.2,0.1,0.6612021857923497,0.1578947368421052,0.1770334928229665,0.0143540669856459,0.0191387559808612,0.0478468899521531,0.0047846889952153,18.3,4.80327868852459,0.0
19,1,406,2.5,0.2237762237762237,0.6153846153846154,0.0960591133004926,0.2561576354679803,0.0591133004926108,0.0197044334975369,0.0270935960591133,0.0049261083743842,15.954545454545457,5.219373219373219,0.0
20,1,510,4.2,0.2635658914728682,0.5328798185941043,0.088235294117647,0.1647058823529411,0.0392156862745098,0.0274509803921568,0.0176470588235294,0.0450980392156862,29.4,5.011337868480726,0.0
21,1,166,1.181818181818182,0.2040816326530612,0.6533333333333333,0.108433734939759,0.1867469879518072,0.0240963855421686,0.036144578313253,0.0180722891566265,0.0240963855421686,13.636363636363637,5.166666666666667,0.0
22,1,323,3.1875,0.3142857142857143,0.6654411764705882,0.1145510835913312,0.2105263157894736,0.0712074303405572,0.0309597523219814,0.0185758513931888,0.0,17.0,5.018382352941177,0.0048309178743961
23,1,531,3.1666666666666665,0.3426573426573426,0.5426008968609866,0.0828625235404896,0.1864406779661017,0.0470809792843691,0.0451977401129943,0.032015065913371,0.0150659133709981,18.58333333333333,5.0874439461883405,0.0019230769230769
24,1,548,2.272727272727273,0.3846153846153846,0.5369978858350951,0.0802919708029197,0.1806569343065693,0.0620437956204379,0.0383211678832116,0.0474452554744525,0.0054744525547445,14.333333333333334,4.6257928118393234,0.0
25,1,154,1.5714285714285714,0.2222222222222222,0.6590909090909091,0.1038961038961039,0.1883116883116883,0.0324675324675324,0.0324675324675324,0.0259740259740259,0.0064935064935064,9.428571428571429,5.196969696969697,0.0
26,1,233,1.5,0.1097560975609756,0.6195121951219512,0.1373390557939914,0.2145922746781116,0.0128755364806866,0.0257510729613733,0.0429184549356223,0.0042918454935622,12.8125,4.453658536585366,0.0
27,1,473,1.88,0.3100775193798449,0.4964370546318289,0.0887949260042283,0.1839323467230444,0.0507399577167019,0.0338266384778012,0.0274841437632135,0.0295983086680761,16.84,4.831353919239905,0.0042462845010615
28,1,301,3.9166666666666665,0.2317073170731707,0.5903614457831325,0.0897009966777408,0.1827242524916943,0.0332225913621262,0.0299003322259136,0.0332225913621262,0.0199335548172757,20.75,4.759036144578313,0.0136986301369863
29,1,769,2.8461538461538463,0.3054187192118227,0.5108695652173914,0.0988296488946684,0.165149544863459,0.0390117035110533,0.0416124837451235,0.0520156046814044,0.0169050715214564,16.512820512820515,4.790372670807454,0.0
30,1,348,2.2,0.3265306122448979,0.6064516129032258,0.0862068965517241,0.1954022988505747,0.0603448275862069,0.0316091954022988,0.0201149425287356,0.0316091954022988,20.666666666666668,4.861290322580645,0.0
31,1,276,2.2857142857142856,0.2368421052631578,0.5819672131147541,0.0978260869565217,0.1775362318840579,0.036231884057971,0.0289855072463768,0.0289855072463768,0.0108695652173913,17.428571428571427,4.487704918032787,0.0
32,1,231,3.0,0.2153846153846154,0.6632124352331606,0.1125541125541125,0.1688311688311688,0.0389610389610389,0.0216450216450216,0.0303030303030303,0.0086580086580086,17.545454545454547,5.243523316062176,0.0
33,1,206,3.333333333333333,0.2222222222222222,0.6514285714285715,0.1116504854368932,0.1941747572815534,0.0436893203883495,0.0242718446601941,0.029126213592233,0.029126213592233,19.444444444444443,4.857142857142857,0.0
34,1,325,2.9375,0.26,0.5863309352517986,0.1107692307692307,0.1969230769230769,0.0246153846153846,0.0553846153846153,0.043076923076923,0.0184615384615384,17.375,4.661870503597123,0.0
35,1,232,1.263157894736842,0.2631578947368421,0.6372549019607843,0.146551724137931,0.1810344827586207,0.0474137931034482,0.0387931034482758,0.0689655172413793,0.0043103448275862,10.736842105263158,4.661764705882353,0.0
36,1,535,2.235294117647059,0.2321428571428571,0.5256124721603563,0.1457943925233644,0.1682242990654205,0.0336448598130841,0.0392523364485981,0.0691588785046729,0.005607476635514,13.205882352941176,4.4543429844098,0.0
37,1,375,2.75,0.2568807339449541,0.594059405940594,0.1093333333333333,0.1813333333333333,0.0426666666666666,0.032,0.0373333333333333,0.0133333333333333,12.625,4.831683168316832,0.0
38,1,564,2.851851851851852,0.3664596273291925,0.5135135135135135,0.1205673758865248,0.1648936170212765,0.051418439716312,0.0531914893617021,0.0336879432624113,0.0035460992907801,17.814814814814813,5.016632016632016,0.0
39,1,342,2.5,0.2831858407079646,0.6111111111111112,0.1198830409356725,0.2105263157894736,0.0467836257309941,0.0467836257309941,0.0380116959064327,0.0087719298245614,16.0,5.170138888888889,0.0
40,1,830,1.5555555555555556,0.3562231759656652,0.4957627118644068,0.1253012048192771,0.1554216867469879,0.0518072289156626,0.0481927710843373,0.0831325301204819,0.0048192771084337,11.238095238095235,4.55225988700565,0.0
41,1,257,2.75,0.2705882352941176,0.5714285714285714,0.1206225680933852,0.2101167315175097,0.0428015564202334,0.046692607003891,0.0311284046692607,0.0038910505836575,18.666666666666668,4.53125,0.0
42,1,441,1.9,0.3548387096774194,0.5409429280397022,0.0884353741496598,0.1927437641723356,0.0521541950113378,0.0476190476190476,0.0453514739229024,0.0045351473922902,20.15,4.923076923076923,0.0034602076124567
43,1,376,1.7692307692307692,0.1944444444444444,0.5462962962962963,0.1143617021276595,0.1728723404255319,0.0319148936170212,0.0239361702127659,0.0212765957446808,0.0053191489361702,12.461538461538462,4.910493827160494,0.0
44,1,456,2.7777777777777777,0.2119205298013245,0.5483870967741935,0.1206140350877193,0.2105263157894736,0.0416666666666666,0.0285087719298245,0.0175438596491228,0.0263157894736842,22.38888888888889,5.119106699751861,0.0133333333333333
45,1,220,2.583333333333333,0.3432835820895522,0.6594594594594595,0.1272727272727272,0.1772727272727272,0.0545454545454545,0.05,0.0318181818181818,0.009090909090909,15.416666666666666,5.383783783783784,0.0
46,1,303,2.75,0.1463414634146341,0.5992063492063492,0.1023102310231023,0.1683168316831683,0.0297029702970297,0.0099009900990099,0.0231023102310231,0.0231023102310231,15.75,5.146825396825397,0.0
47,1,872,3.2222222222222223,0.2786259541984733,0.4777327935222672,0.1032110091743119,0.1972477064220183,0.0458715596330275,0.0378440366972477,0.018348623853211,0.021788990825688,20.58333333333333,5.415654520917679,0.0034924330616996
48,1,284,2.5,0.2702702702702703,0.5791666666666667,0.0880281690140845,0.1725352112676056,0.056338028169014,0.0140845070422535,0.028169014084507,0.0387323943661971,15.0,4.908333333333333,0.0
49,1,345,2.55,0.1682242990654205,0.5743944636678201,0.1333333333333333,0.1768115942028985,0.008695652173913,0.0434782608695652,0.0318840579710144,0.0028985507246376,14.45,4.868512110726644,0.0
50,1,301,2.5,0.4186046511627907,0.6278195488721805,0.1129568106312292,0.1727574750830564,0.0664451827242525,0.0531561461794019,0.0531561461794019,0.0033222591362126,19.0,5.165413533834586,0.0
51,1,516,2.0,0.3496503496503496,0.5444444444444444,0.1085271317829457,0.1686046511627907,0.0484496124031007,0.0484496124031007,0.0368217054263565,0.0096899224806201,15.0,4.864444444444445,0.0
52,1,364,1.8571428571428568,0.2232142857142857,0.5784313725490197,0.1428571428571428,0.1648351648351648,0.0357142857142857,0.0329670329670329,0.0604395604395604,0.0027472527472527,10.928571428571429,4.839869281045751,0.0
53,1,252,1.8,0.2317073170731707,0.6470588235294118,0.115079365079365,0.2103174603174603,0.0396825396825396,0.0357142857142857,0.0238095238095238,0.0158730158730158,14.733333333333333,5.02262443438914,0.0
54,1,226,2.1818181818181817,0.3571428571428571,0.6231155778894473,0.0884955752212389,0.1592920353982301,0.0398230088495575,0.0486725663716814,0.0353982300884955,0.0088495575221238,18.09090909090909,5.160804020100502,0.0
55,1,350,1.851851851851852,0.1682242990654205,0.6,0.1114285714285714,0.1942857142857142,0.0314285714285714,0.02,0.0285714285714285,0.0057142857142857,11.11111111111111,5.333333333333333,0.0
56,1,295,3.1666666666666665,0.1515151515151515,0.5577689243027888,0.1152542372881356,0.2203389830508474,0.0305084745762711,0.0203389830508474,0.0135593220338983,0.0203389830508474,20.916666666666668,5.231075697211155,0.0
57,1,281,1.8666666666666667,0.1111111111111111,0.5542168674698795,0.1352313167259786,0.2170818505338078,0.0249110320284697,0.0142348754448398,0.0427046263345195,0.0071174377224199,16.6,4.755020080321285,0.0
58,1,397,4.6923076923076925,0.2781954887218045,0.5619335347432024,0.1032745591939546,0.2317380352644836,0.0755667506297229,0.017632241813602,0.0151133501259445,0.0050377833753148,25.46153846153846,4.719033232628399,0.0
59,1,259,2.909090909090909,0.2159090909090909,0.6412556053811659,0.1312741312741312,0.2084942084942085,0.0424710424710424,0.0308880308880308,0.0231660231660231,0.0077220077220077,20.272727272727277,5.179372197309417,0.0
60,1,882,3.0,0.3102189781021898,0.4473684210526316,0.1111111111111111,0.1995464852607709,0.0453514739229024,0.0510204081632653,0.0532879818594104,0.0068027210884353,21.11111111111111,4.765789473684211,0.0046136101499423
61,1,152,2.625,0.3421052631578947,0.6030534351145038,0.0921052631578947,0.1578947368421052,0.0526315789473684,0.0328947368421052,0.0131578947368421,0.006578947368421,16.375,4.954198473282442,0.0
62,1,796,4.36,0.1935483870967742,0.4264919941775837,0.0841708542713567,0.1884422110552764,0.0276381909547738,0.0251256281407035,0.0238693467336683,0.0,27.48,5.12372634643377,0.0
63,1,358,3.208333333333333,0.265625,0.578125,0.053072625698324,0.1256983240223463,0.0391061452513966,0.0083798882681564,0.0139664804469273,0.0363128491620111,10.666666666666666,4.80078125,0.0
64,1,397,2.260869565217391,0.2666666666666666,0.6422287390029325,0.0957178841309823,0.2443324937027707,0.0604534005037783,0.0302267002518891,0.0201511335012594,0.0075566750629722,14.826086956521738,4.956011730205279,0.0
65,1,411,2.727272727272727,0.3057851239669421,0.5420289855072464,0.1070559610705596,0.1873479318734793,0.048661800486618,0.0413625304136253,0.0413625304136253,0.0316301703163017,15.681818181818182,5.040579710144928,0.0102301790281329
66,1,339,3.5,0.23,0.5563139931740614,0.0737463126843657,0.2212389380530973,0.0324483775811209,0.0353982300884955,0.023598820058997,0.0206489675516224,24.416666666666668,4.815699658703072,0.0
67,1,391,3.095238095238096,0.3684210526315789,0.5950155763239875,0.0869565217391304,0.1560102301790281,0.0562659846547314,0.0332480818414322,0.0460358056265984,0.0076726342710997,15.285714285714286,5.118380062305296,0.0
68,1,221,2.909090909090909,0.1780821917808219,0.6793478260869565,0.1221719457013574,0.2081447963800905,0.0271493212669683,0.0316742081447963,0.0135746606334841,0.0180995475113122,16.727272727272727,5.016304347826087,0.0
70,1,393,1.9444444444444444,0.2583333333333333,0.5649717514124294,0.089058524173028,0.2162849872773536,0.0458015267175572,0.0330788804071246,0.015267175572519,0.010178117048346,19.666666666666668,4.991525423728813,0.0
71,1,205,3.5,0.3166666666666666,0.6666666666666666,0.1317073170731707,0.1609756097560975,0.0536585365853658,0.0390243902439024,0.0195121951219512,0.0146341463414634,21.75,4.758620689655173,0.0
72,1,738,2.574468085106383,0.3186813186813186,0.3857615894039735,0.1205962059620596,0.1260162601626016,0.024390243902439,0.05420054200542,0.0907859078590785,0.002710027100271,12.851063829787234,4.423841059602649,0.0
73,1,239,3.0,0.0571428571428571,0.5849056603773585,0.0836820083682008,0.209205020920502,0.0167364016736401,0.0,0.0125523012552301,0.0502092050209205,23.55555555555556,4.6745283018867925,0.0
74,1,315,3.4166666666666665,0.1935483870967742,0.5518518518518518,0.1047619047619047,0.1904761904761904,0.0412698412698412,0.0158730158730158,0.0158730158730158,0.0095238095238095,22.5,4.922222222222223,0.0
75,1,384,5.2727272727272725,0.3513513513513513,0.5603715170278638,0.1015625,0.1875,0.0572916666666666,0.0442708333333333,0.0182291666666666,0.0104166666666666,29.363636363636363,5.356037151702786,0.0
76,1,303,4.222222222222222,0.1157894736842105,0.5568181818181818,0.132013201320132,0.1815181518151815,0.0264026402640264,0.0099009900990099,0.0429042904290429,0.0165016501650165,29.33333333333333,5.049242424242424,0.0271186440677966
77,1,338,2.642857142857143,0.2828282828282828,0.5886287625418061,0.1213017751479289,0.1715976331360946,0.044378698224852,0.0384615384615384,0.0414201183431952,0.0088757396449704,21.357142857142858,5.063545150501672,0.0
78,1,139,1.2307692307692308,0.1860465116279069,0.6779661016949152,0.1151079136690647,0.1942446043165467,0.0287769784172661,0.0287769784172661,0.0287769784172661,0.0215827338129496,9.076923076923077,5.466101694915254,0.0
79,1,351,3.0,0.425531914893617,0.5694915254237288,0.0911680911680911,0.1766381766381766,0.0455840455840455,0.0683760683760683,0.0455840455840455,0.0113960113960113,16.38888888888889,5.074576271186441,0.0
80,1,227,3.3,0.1692307692307692,0.6073298429319371,0.0837004405286343,0.2026431718061674,0.0308370044052863,0.0176211453744493,0.013215859030837,0.026431718061674,19.1,5.162303664921466,0.0
81,1,262,2.636363636363636,0.1625,0.5367965367965368,0.099236641221374,0.2061068702290076,0.0419847328244274,0.0076335877862595,0.0305343511450381,0.015267175572519,21.0,5.194805194805195,0.0
82,1,391,3.0,0.2592592592592592,0.5364431486880467,0.0946291560102301,0.1815856777493606,0.0409207161125319,0.0306905370843989,0.0383631713554987,0.0179028132992327,21.4375,5.02332361516035,0.0
83,1,237,2.1818181818181817,0.3278688524590163,0.6333333333333333,0.0590717299578059,0.1983122362869198,0.050632911392405,0.0337552742616033,0.0210970464135021,0.0210970464135021,19.09090909090909,4.795238095238095,0.0
84,1,537,3.130434782608696,0.3503649635036496,0.5300668151447662,0.074487895716946,0.180633147113594,0.0540037243947858,0.0353817504655493,0.0353817504655493,0.0037243947858473,19.52173913043478,5.048997772828508,0.0
85,1,247,1.9333333333333331,0.1951219512195122,0.6121495327102804,0.1214574898785425,0.2105263157894736,0.0404858299595141,0.0242914979757085,0.0404858299595141,0.0040485829959514,14.266666666666667,5.088785046728972,0.0
86,1,198,4.285714285714286,0.2083333333333333,0.6265060240963856,0.0858585858585858,0.1565656565656565,0.0353535353535353,0.0151515151515151,0.0151515151515151,0.0404040404040404,23.714285714285715,5.186746987951807,0.0
87,1,205,1.7272727272727273,0.288135593220339,0.6208791208791209,0.1121951219512195,0.1756097560975609,0.0195121951219512,0.0634146341463414,0.0341463414634146,0.0341463414634146,16.545454545454547,4.434065934065934,0.0
88,1,194,2.111111111111111,0.25,0.6069364161849711,0.1134020618556701,0.2371134020618556,0.0824742268041237,0.0051546391752577,0.0309278350515463,0.0051546391752577,19.22222222222222,4.971098265895954,0.0
89,1,239,1.0833333333333333,0.2179487179487179,0.6150442477876106,0.100418410041841,0.2259414225941422,0.0543933054393305,0.0167364016736401,0.0292887029288702,0.0209205020920502,18.83333333333333,5.331858407079646,0.0
90,1,186,3.1,0.2448979591836734,0.7302631578947368,0.0806451612903225,0.1827956989247312,0.0483870967741935,0.0161290322580645,0.0053763440860215,0.0053763440860215,15.2,5.348684210526316,0.0
91,1,245,3.4444444444444446,0.25,0.5801886792452831,0.1020408163265306,0.1918367346938775,0.0285714285714285,0.0448979591836734,0.0408163265306122,0.0244897959183673,23.55555555555556,4.867924528301887,0.0
92,1,203,2.9166666666666665,0.2363636363636363,0.6727272727272727,0.1034482758620689,0.167487684729064,0.0246305418719211,0.0394088669950738,0.083743842364532,0.0098522167487684,13.75,4.351515151515152,0.0
93,1,572,2.0,0.3005464480874317,0.5357833655705996,0.0996503496503496,0.2202797202797203,0.0629370629370629,0.0332167832167832,0.0192307692307692,0.0087412587412587,19.884615384615383,5.013539651837524,0.0
94,1,250,1.8333333333333333,0.3478260869565217,0.5955555555555555,0.104,0.172,0.048,0.048,0.024,0.016,18.75,5.24,0.0
95,1,395,4.285714285714286,0.2545454545454545,0.6144578313253012,0.1012658227848101,0.1772151898734177,0.0455696202531645,0.0253164556962025,0.030379746835443,0.0177215189873417,23.714285714285715,5.093373493975903,0.0
96,1,179,1.8,0.2830188679245283,0.6025641025641025,0.0837988826815642,0.2122905027932961,0.0391061452513966,0.0446927374301676,0.0223463687150838,0.0167597765363128,15.6,4.7756410256410255,0.0
97,1,230,2.5625,0.2424242424242424,0.6666666666666666,0.1130434782608695,0.1739130434782608,0.0347826086956521,0.0347826086956521,0.0652173913043478,0.0,11.625,4.661290322580645,0.0
98,1,539,3.88,0.2705882352941176,0.5678733031674208,0.1094619666048237,0.2059369202226345,0.0408163265306122,0.0445269016697588,0.0371057513914656,0.0074211502782931,17.68,4.626696832579186,0.0
99,1,98,2.333333333333333,0.074074074074074,0.6987951807228916,0.0816326530612244,0.1938775510204081,0.0204081632653061,0.0,0.0204081632653061,0.010204081632653,13.833333333333334,4.843373493975903,0.0
100,1,313,1.736842105263158,0.1836734693877551,0.5897435897435898,0.1182108626198083,0.194888178913738,0.0319488817891373,0.0255591054313099,0.0447284345047923,0.0,14.36842105263158,4.930402930402931,0.0
101,1,181,4.285714285714286,0.1206896551724138,0.6510067114093959,0.1215469613259668,0.1988950276243093,0.0276243093922651,0.011049723756906,0.011049723756906,0.0331491712707182,21.285714285714285,5.469798657718121,0.0
102,1,175,2.5,0.2222222222222222,0.6516129032258065,0.1085714285714285,0.2,0.0628571428571428,0.0057142857142857,0.0285714285714285,0.0114285714285714,19.375,4.509677419354839,0.0
103,1,177,2.0,0.1403508771929824,0.5625,0.1299435028248587,0.192090395480226,0.0169491525423728,0.0282485875706214,0.0225988700564971,0.0056497175141242,20.0,4.7125,0.0
104,1,537,1.2820512820512822,0.3352941176470588,0.5420944558521561,0.1359404096834264,0.180633147113594,0.0521415270018622,0.0540037243947858,0.0763500931098696,0.0111731843575419,12.487179487179487,4.630390143737166,0.0
105,1,858,3.971428571428572,0.2081447963800905,0.5014204545454546,0.0839160839160839,0.1736596736596736,0.0198135198135198,0.0337995337995338,0.0291375291375291,0.0139860139860139,20.114285714285717,4.771306818181818,0.0
106,1,293,3.8333333333333335,0.1379310344827586,0.639344262295082,0.1058020477815699,0.1911262798634812,0.0170648464163822,0.0238907849829351,0.0341296928327645,0.0273037542662116,20.33333333333333,4.889344262295082,0.0
107,1,312,2.833333333333333,0.2621359223300971,0.578544061302682,0.1346153846153846,0.1955128205128205,0.0448717948717948,0.0416666666666666,0.0256410256410256,0.016025641025641,14.5,5.103448275862069,0.0
108,1,201,2.375,0.2258064516129032,0.6555555555555556,0.154228855721393,0.154228855721393,0.0149253731343283,0.0547263681592039,0.044776119402985,0.0398009950248756,22.5,4.583333333333333,0.0
109,1,444,2.6666666666666665,0.1623931623931624,0.5171503957783641,0.081081081081081,0.1824324324324324,0.018018018018018,0.0247747747747747,0.0202702702702702,0.0247747747747747,18.047619047619047,4.891820580474934,0.0068337129840546
110,1,171,2.230769230769231,0.0833333333333333,0.6619718309859155,0.1169590643274853,0.1637426900584795,0.0058479532163742,0.0175438596491228,0.0175438596491228,0.0292397660818713,10.923076923076923,5.077464788732394,0.0
111,1,253,1.8333333333333333,0.3095238095238095,0.5726872246696035,0.1304347826086956,0.2015810276679842,0.0316205533596837,0.0711462450592885,0.0355731225296442,0.0,18.916666666666668,4.651982378854625,0.0
112,1,149,1.125,0.3877551020408163,0.7071428571428572,0.0939597315436241,0.2348993288590604,0.0738255033557047,0.0536912751677852,0.0268456375838926,0.0067114093959731,17.5,5.107142857142857,0.0
113,1,381,1.7058823529411764,0.2990654205607476,0.5747126436781609,0.0839895013123359,0.1968503937007874,0.0577427821522309,0.0262467191601049,0.0446194225721784,0.0078740157480314,20.47058823529412,4.767241379310345,0.0
114,1,390,5.7,0.188034188034188,0.5565749235474006,0.1076923076923077,0.1923076923076923,0.0307692307692307,0.0256410256410256,0.023076923076923,0.0025641025641025,32.7,5.345565749235474,0.0
115,1,283,2.6153846153846154,0.1463414634146341,0.5951417004048583,0.1095406360424028,0.1802120141342756,0.0212014134275618,0.0212014134275618,0.0494699646643109,0.0176678445229682,19.0,4.789473684210527,0.0
116,1,361,2.0454545454545454,0.3434343434343434,0.6148867313915858,0.1218836565096952,0.1523545706371191,0.0277008310249307,0.0664819944598338,0.0498614958448753,0.0166204986149584,14.045454545454543,4.867313915857605,0.0
117,1,345,3.090909090909091,0.2,0.5667752442996743,0.072463768115942,0.2028985507246377,0.0289855072463768,0.0260869565217391,0.0202898550724637,0.008695652173913,27.90909090909091,5.234527687296417,0.0
118,1,276,3.0,0.3146067415730337,0.6624472573839663,0.0942028985507246,0.2282608695652173,0.0760869565217391,0.0253623188405797,0.0144927536231884,0.0144927536231884,19.75,5.282700421940929,0.0
119,1,318,4.555555555555555,0.25,0.592057761732852,0.0817610062893081,0.1949685534591195,0.0440251572327044,0.0251572327044025,0.0471698113207547,0.0220125786163522,30.77777777777778,4.664259927797834,0.006269592476489
120,1,686,2.263157894736842,0.2893401015228426,0.5658783783783784,0.1034985422740524,0.1836734693877551,0.0335276967930029,0.0495626822157434,0.0393586005830903,0.010204081632653,15.578947368421051,4.704391891891892,0.0
121,1,363,1.6666666666666667,0.2956521739130435,0.6067073170731707,0.1294765840220385,0.18732782369146,0.0523415977961432,0.0413223140495867,0.0385674931129476,0.0027548209366391,18.22222222222222,4.942073170731708,0.0
122,1,230,2.7777777777777777,0.40625,0.5467980295566502,0.0739130434782608,0.2043478260869565,0.0956521739130434,0.017391304347826,0.017391304347826,0.0043478260869565,22.55555555555556,5.078817733990148,0.0
123,1,446,1.2424242424242424,0.2272727272727272,0.5530864197530864,0.1278026905829596,0.2174887892376681,0.0336322869955156,0.0448430493273542,0.0627802690582959,0.0067264573991031,12.272727272727272,4.5358024691358025,0.0
124,1,346,5.333333333333333,0.1764705882352941,0.6330935251798561,0.0722543352601156,0.1734104046242774,0.0173410404624277,0.0260115606936416,0.0202312138728323,0.0520231213872832,23.166666666666668,4.982014388489208,0.0
125,1,232,2.0,0.1846153846153846,0.6487804878048781,0.0646551724137931,0.2155172413793103,0.0387931034482758,0.0129310344827586,0.0172413793103448,0.0129310344827586,17.083333333333332,4.88780487804878,0.0
126,1,554,3.0,0.3173652694610778,0.5204301075268817,0.1101083032490974,0.1913357400722021,0.0505415162454873,0.0451263537906137,0.0451263537906137,0.003610108303249,17.884615384615383,5.116129032258065,0.0
127,1,498,2.736842105263158,0.2564102564102564,0.5056689342403629,0.1024096385542168,0.2108433734939759,0.0421686746987951,0.038152610441767,0.038152610441767,0.002008032128514,23.210526315789476,5.26984126984127,0.0020408163265306
128,1,475,3.0434782608695654,0.1897810218978102,0.5125,0.0968421052631579,0.191578947368421,0.0189473684210526,0.0357894736842105,0.0505263157894736,0.0042105263157894,17.391304347826086,4.655,0.0
129,1,347,3.1666666666666665,0.1904761904761904,0.584717607973422,0.1239193083573487,0.239193083573487,0.0518731988472622,0.0172910662824207,0.0288184438040345,0.0028818443804034,25.08333333333333,5.3023255813953485,0.0
130,1,320,2.8,0.3292682926829268,0.5935251798561151,0.103125,0.153125,0.05,0.034375,0.015625,0.00625,18.53333333333333,5.039568345323741,0.0
131,1,347,2.769230769230769,0.134453781512605,0.5359477124183006,0.1239193083573487,0.2190201729106628,0.0374639769452449,0.0086455331412103,0.0403458213256484,0.0,23.53846153846154,4.794117647058823,0.0
132,1,377,3.7058823529411766,0.2201834862385321,0.6084142394822006,0.0954907161803713,0.1936339522546419,0.0318302387267904,0.0318302387267904,0.0371352785145888,0.0106100795755968,18.176470588235293,4.796116504854369,0.0
133,1,469,1.6764705882352942,0.24375,0.6189320388349514,0.1364605543710021,0.2046908315565032,0.0298507462686567,0.0533049040511727,0.0852878464818763,0.0042643923240938,12.117647058823527,4.87378640776699,0.0
134,1,285,2.0,0.2258064516129032,0.5846153846153846,0.1052631578947368,0.2210526315789473,0.0491228070175438,0.0245614035087719,0.0280701754385964,0.0280701754385964,23.63636363636364,4.826923076923077,0.0
135,1,342,2.5625,0.388235294117647,0.5420875420875421,0.067251461988304,0.1812865497076023,0.0614035087719298,0.0350877192982456,0.023391812865497,0.0087719298245614,18.5625,5.141414141414141,0.0
136,1,373,2.5625,0.1320754716981132,0.5462962962962963,0.0831099195710455,0.2010723860589812,0.0294906166219839,0.0080428954423592,0.0134048257372654,0.0160857908847185,20.25,4.833333333333333,0.0080428954423592
