id_noticia,trunc_pausality,trunc_emotiveness,trunc_diversity,trunc_upper_case_density,link_density
75,5.2727272727272725,0.3513513513513513,0.5603715170278638,0.0104166666666666,0.0
76,4.222222222222222,0.1157894736842105,0.5568181818181818,0.0165016501650165,0.0271186440677966
77,2.642857142857143,0.2828282828282828,0.5886287625418061,0.0088757396449704,0.0
78,1.2307692307692308,0.1860465116279069,0.6779661016949152,0.0215827338129496,0.0
79,3.0,0.425531914893617,0.5694915254237288,0.0113960113960113,0.0
80,3.3,0.1692307692307692,0.6073298429319371,0.026431718061674,0.0
81,2.636363636363636,0.1625,0.5367965367965368,0.015267175572519,0.0
82,3.0,0.2592592592592592,0.5364431486880467,0.0179028132992327,0.0
83,2.1818181818181817,0.3278688524590163,0.6333333333333333,0.0210970464135021,0.0
84,3.130434782608696,0.3503649635036496,0.5300668151447662,0.0037243947858473,0.0
85,1.9333333333333331,0.1951219512195122,0.6121495327102804,0.0040485829959514,0.0
86,4.285714285714286,0.2083333333333333,0.6265060240963856,0.0404040404040404,0.0
87,1.7272727272727273,0.288135593220339,0.6208791208791209,0.0341463414634146,0.0
88,2.111111111111111,0.25,0.6069364161849711,0.0051546391752577,0.0
89,1.0833333333333333,0.2179487179487179,0.6150442477876106,0.0209205020920502,0.0
90,3.1,0.2448979591836734,0.7302631578947368,0.0053763440860215,0.0
91,3.4444444444444446,0.25,0.5801886792452831,0.0244897959183673,0.0
92,2.9166666666666665,0.2363636363636363,0.6727272727272727,0.0098522167487684,0.0
93,2.0,0.3005464480874317,0.5357833655705996,0.0087412587412587,0.0
94,1.8333333333333333,0.3478260869565217,0.5955555555555555,0.016,0.0
95,4.285714285714286,0.2545454545454545,0.6144578313253012,0.0177215189873417,0.0
96,1.8,0.2830188679245283,0.6025641025641025,0.0167597765363128,0.0
97,2.5625,0.2424242424242424,0.6666666666666666,0.0,0.0
98,3.88,0.2705882352941176,0.5678733031674208,0.0074211502782931,0.0
99,2.333333333333333,0.074074074074074,0.6987951807228916,0.010204081632653,0.0
100,1.736842105263158,0.1836734693877551,0.5897435897435898,0.0,0.0
101,4.285714285714286,0.1206896551724138,0.6510067114093959,0.0331491712707182,0.0
102,2.5,0.2222222222222222,0.6516129032258065,0.0114285714285714,0.0
103,2.0,0.1403508771929824,0.5625,0.0056497175141242,0.0
104,1.2820512820512822,0.3352941176470588,0.5420944558521561,0.0111731843575419,0.0
105,3.971428571428572,0.2081447963800905,0.5014204545454546,0.0139860139860139,0.0
106,3.8333333333333335,0.1379310344827586,0.639344262295082,0.0273037542662116,0.0
107,2.833333333333333,0.2621359223300971,0.578544061302682,0.016025641025641,0.0
108,2.375,0.2258064516129032,0.6555555555555556,0.0398009950248756,0.0
109,2.6666666666666665,0.1623931623931624,0.5171503957783641,0.0247747747747747,0.0068337129840546
110,2.230769230769231,0.0833333333333333,0.6619718309859155,0.0292397660818713,0.0
111,1.8333333333333333,0.3095238095238095,0.5726872246696035,0.0,0.0
112,1.125,0.3877551020408163,0.7071428571428572,0.0067114093959731,0.0
113,1.7058823529411764,0.2990654205607476,0.5747126436781609,0.0078740157480314,0.0
114,5.7,0.188034188034188,0.5565749235474006,0.0025641025641025,0.0
115,2.6153846153846154,0.1463414634146341,0.5951417004048583,0.0176678445229682,0.0
116,2.0454545454545454,0.3434343434343434,0.6148867313915858,0.0166204986149584,0.0
117,3.090909090909091,0.2,0.5667752442996743,0.008695652173913,0.0
118,3.0,0.3146067415730337,0.6624472573839663,0.0144927536231884,0.0
119,4.555555555555555,0.25,0.592057761732852,0.0220125786163522,0.006269592476489
120,2.263157894736842,0.2893401015228426,0.5658783783783784,0.010204081632653,0.0
121,1.6666666666666667,0.2956521739130435,0.6067073170731707,0.0027548209366391,0.0
122,2.7777777777777777,0.40625,0.5467980295566502,0.0043478260869565,0.0
123,1.2424242424242424,0.2272727272727272,0.5530864197530864,0.0067264573991031,0.0
124,5.333333333333333,0.1764705882352941,0.6330935251798561,0.0520231213872832,0.0
125,2.0,0.1846153846153846,0.6487804878048781,0.0129310344827586,0.0
126,3.0,0.3173652694610778,0.5204301075268817,0.003610108303249,0.0
127,2.736842105263158,0.2564102564102564,0.5056689342403629,0.002008032128514,0.0020408163265306
128,3.0434782608695654,0.1897810218978102,0.5125,0.0042105263157894,0.0
129,3.1666666666666665,0.1904761904761904,0.584717607973422,0.0028818443804034,0.0
130,2.8,0.3292682926829268,0.5935251798561151,0.00625,0.0
131,2.769230769230769,0.134453781512605,0.5359477124183006,0.0,0.0
132,3.7058823529411766,0.2201834862385321,0.6084142394822006,0.0106100795755968,0.0
133,1.6764705882352942,0.24375,0.6189320388349514,0.0042643923240938,0.0
134,2.0,0.2258064516129032,0.5846153846153846,0.0280701754385964,0.0
135,2.5625,0.388235294117647,0.5420875420875421,0.0087719298245614,0.0
136,2.5625,0.1320754716981132,0.5462962962962963,0.0160857908847185,0.0080428954423592
137,4.190476190476191,0.1586206896551724,0.5720620842572062,0.0324909747292418,0.0
138,2.627906976744186,0.2385321100917431,0.5786618444846293,0.0044052863436123,0.0
139,1.75,0.2333333333333333,0.5875486381322957,0.0,0.0
140,2.363636363636364,0.2222222222222222,0.6666666666666666,0.0486486486486486,0.0
141,2.7857142857142856,0.3804347826086957,0.6228373702422145,0.0149253731343283,0.0
142,2.111111111111111,0.3538461538461538,0.6482412060301508,0.0136986301369863,0.0046082949308755
143,3.111111111111111,0.1512605042016806,0.4681528662420382,0.053050397877984,0.0
144,2.1333333333333333,0.3421052631578947,0.5977011494252874,0.0,0.0
145,3.238095238095238,0.3253968253968254,0.521557719054242,0.0079817559863169,0.0
146,3.8181818181818175,0.2692307692307692,0.6208791208791209,0.03125,0.0
147,3.8461538461538463,0.24,0.635483870967742,0.0108991825613079,0.0082872928176795
148,5.5,0.1395348837209302,0.6466165413533834,0.0124610591900311,0.0
149,2.458333333333333,0.1506024096385542,0.4723404255319149,0.024074074074074,0.0
150,2.611111111111111,0.2159090909090909,0.5100401606425703,0.0064935064935064,0.0133779264214046
151,3.0,0.2941176470588235,0.6113989637305699,0.0084033613445378,0.0043668122270742
152,1.7272727272727273,0.109090909090909,0.625,0.023391812865497,0.0131004366812227
153,1.588235294117647,0.228395061728395,0.5045871559633027,0.0061224489795918,0.0056053811659192
154,1.8333333333333333,0.3518518518518518,0.6458333333333334,0.0,0.0
155,3.2222222222222223,0.0983606557377049,0.6534090909090909,0.0240384615384615,0.0
156,3.2857142857142856,0.2325581395348837,0.5864022662889519,0.0023529411764705,0.0049627791563275
157,3.1818181818181817,0.1509433962264151,0.6195652173913043,0.0095238095238095,0.0031847133757961
158,1.7333333333333334,0.1888888888888888,0.6521739130434783,0.0154440154440154,0.0
159,1.4137931034482758,0.350597609561753,0.4584717607973422,0.0014044943820224,0.0
160,3.7058823529411766,0.2736842105263158,0.5266457680250783,0.0306122448979591,0.0025510204081632
161,4.5,0.1136363636363636,0.5708333333333333,0.0103806228373702,0.0
162,2.611111111111111,0.2988505747126437,0.562753036437247,0.0,0.0
163,2.75,0.2,0.5100401606425703,0.0101010101010101,0.0068027210884353
164,2.419354838709677,0.2705882352941176,0.4602510460251046,0.0123456790123456,0.0
165,2.75,0.1511627906976744,0.5399239543726235,0.043046357615894,0.009933774834437
166,4.230769230769231,0.1478260869565217,0.5476190476190477,0.0051150895140664,0.0024038461538461
167,1.1428571428571428,0.1964285714285714,0.6515151515151515,0.0,0.0069930069930069
168,2.333333333333333,0.2325581395348837,0.5650224215246636,0.0,0.0
169,1.25,0.3620689655172414,0.632183908045977,0.0,0.0
170,3.333333333333333,0.2238805970149253,0.6701030927835051,0.0,0.0
171,2.210526315789474,0.1949152542372881,0.5472312703583062,0.0,0.0
172,1.6666666666666667,0.3571428571428571,0.6779661016949152,0.0260416666666666,0.0036231884057971
173,2.1666666666666665,0.2222222222222222,0.5858585858585859,0.0,0.0
174,2.6666666666666665,0.1428571428571428,0.732824427480916,0.0,0.0
175,1.9285714285714288,0.202020202020202,0.5575539568345323,0.0196721311475409,0.0029850746268656
176,3.64,0.1384615384615384,0.4624505928853755,0.0032948929159802,0.0016806722689075
177,2.772727272727273,0.1366906474820144,0.5434173669467787,0.009367681498829,0.0024330900243309
178,3.1,0.2523364485981308,0.5850144092219021,0.0121065375302663,0.0
179,2.555555555555556,0.2307692307692307,0.6884057971014492,0.0306748466257668,0.0
180,2.7142857142857144,0.297752808988764,0.4926470588235294,0.036682615629984,0.0
181,2.727272727272727,0.3026315789473684,0.67,0.0,0.0
182,1.5517241379310345,0.2975206611570248,0.5127478753541076,0.0024875621890547,0.0
183,2.235294117647059,0.4521739130434782,0.5382513661202186,0.0097560975609756,0.0
184,2.6666666666666665,0.2727272727272727,0.5868544600938967,0.0,0.0
185,2.5789473684210527,0.3300970873786408,0.4352159468438538,0.0055710306406685,0.0028653295128939
186,2.4,0.0483870967741935,0.5953757225433526,0.0050761421319796,0.0
187,2.833333333333333,0.2058823529411764,0.75,0.0085470085470085,0.0
188,2.7142857142857144,0.2987012987012987,0.635593220338983,0.0255474452554744,0.0
189,3.555555555555556,0.233009708737864,0.5509433962264151,0.009933774834437,0.0
190,1.45,0.4133333333333333,0.5569620253164557,0.0037037037037037,0.0
191,2.083333333333333,0.2307692307692307,0.6510416666666666,0.0,0.0
192,2.909090909090909,0.4626865671641791,0.5588235294117647,0.0,0.0
193,4.222222222222222,0.1818181818181818,0.6017699115044248,0.0037453183520599,0.0
194,3.0,0.2236842105263158,0.6169154228855721,0.0,0.0
195,3.0454545454545454,0.2211538461538461,0.4150943396226415,0.0202020202020202,0.0
196,1.9583333333333333,0.2564102564102564,0.5895953757225434,0.0294117647058823,0.0
197,2.8666666666666667,0.404040404040404,0.5730337078651685,0.0474683544303797,0.0
198,2.4444444444444446,0.2926829268292683,0.673469387755102,0.0,0.0
199,1.8333333333333333,0.2647058823529412,0.7311827956989247,0.0095238095238095,0.0
200,3.090909090909091,0.1827956989247312,0.6491935483870968,0.0273972602739726,0.0
201,3.6666666666666665,0.2121212121212121,0.6845238095238095,0.0146341463414634,0.0
202,2.5384615384615383,0.24,0.6139240506329114,0.0048780487804878,0.0
203,3.25,0.35,0.6387096774193548,0.0,0.0
204,4.4,0.2153846153846154,0.6010362694300518,0.008695652173913,0.0
205,2.111111111111111,0.3265306122448979,0.7116564417177914,0.0,0.0
206,4.25,0.2456140350877192,0.6098901098901099,0.0047169811320754,0.0
207,5.25,0.3265306122448979,0.7323943661971831,0.0115606936416184,0.0
208,3.0,0.4242424242424242,0.6428571428571429,0.0,0.0
209,3.25,0.3061224489795918,0.6791044776119403,0.0192307692307692,0.0
210,2.333333333333333,0.3684210526315789,0.7525773195876289,0.0084033613445378,0.0
211,3.25,0.4102564102564102,0.6694915254237288,0.0,0.0
212,4.0,0.2962962962962963,0.7089552238805971,0.0,0.0
213,3.4,0.2419354838709677,0.7092198581560284,0.0058823529411764,0.0
214,3.7777777777777777,0.3181818181818182,0.6632653061224489,0.008130081300813,0.0
215,1.6666666666666667,0.2333333333333333,0.7307692307692307,0.0,0.0
216,2.4,0.2592592592592592,0.776595744680851,0.0,0.0
217,1.75,0.2432432432432432,0.7444444444444445,0.0288461538461538,0.0
218,2.4,0.1363636363636363,0.6083333333333333,0.0070921985815602,0.0
219,3.4,0.2682926829268293,0.6312056737588653,0.0058823529411764,0.0
220,2.2857142857142856,0.3137254901960784,0.6602564102564102,0.0108108108108108,0.0
221,3.2,0.2807017543859649,0.6927710843373494,0.0102564102564102,0.0
222,2.25,0.3125,0.6888888888888889,0.0,0.0
223,1.5,0.2727272727272727,0.6632653061224489,0.0088495575221238,0.0
224,2.0,0.4166666666666667,0.5935483870967742,0.0108695652173913,0.0
225,3.090909090909091,0.3333333333333333,0.5976095617529881,0.0,0.0
226,2.5,0.2195121951219512,0.7307692307692307,0.0163934426229508,0.0
227,3.0,0.196078431372549,0.6742424242424242,0.0194805194805194,0.0
228,2.0,0.2321428571428571,0.6298701298701299,0.0056497175141242,0.0
229,3.0,0.3478260869565217,0.6649746192893401,0.0042194092827004,0.0
230,1.7,0.303030303030303,0.7380952380952381,0.0091743119266055,0.0
231,1.8571428571428568,0.4210526315789473,0.71900826446281,0.0,0.0
232,1.8,0.2571428571428571,0.82,0.0338983050847457,0.0
233,3.4,0.3157894736842105,0.7107438016528925,0.0136054421768707,0.0
234,1.5,0.1333333333333333,0.7790697674418605,0.0099009900990099,0.0
235,3.125,0.2985074626865671,0.6331658291457286,0.0,0.0
236,3.333333333333333,0.3888888888888889,0.5819070904645477,0.0,0.0
237,2.636363636363636,0.1833333333333333,0.6280487804878049,0.0096618357487922,0.0
238,6.4,0.3176470588235294,0.5794392523364486,0.0,0.0
239,1.8333333333333333,0.3684210526315789,0.780952380952381,0.0241935483870967,0.0
240,2.25,0.25,0.7021276595744681,0.009090909090909,0.0
241,2.333333333333333,0.2702702702702703,0.7623762376237624,0.0080645161290322,0.0
242,1.75,0.2580645161290322,0.725,0.0,0.0
243,3.8333333333333335,0.2156862745098039,0.6027397260273972,0.005524861878453,0.0
244,3.5,0.1764705882352941,0.7282608695652174,0.0521739130434782,0.0
245,3.333333333333333,0.2622950819672131,0.6282051282051282,0.0,0.0
246,2.5,0.3157894736842105,0.7010309278350515,0.0,0.0
247,1.3125,0.3469387755102041,0.7207792207792207,0.1957671957671957,0.0
248,4.666666666666667,0.1969696969696969,0.6065573770491803,0.0132743362831858,0.0
249,2.7142857142857144,0.3541666666666667,0.7142857142857143,0.0049751243781094,0.0
250,1.7142857142857142,0.3666666666666666,0.8395061728395061,0.0,0.0
251,2.5,0.1818181818181818,0.6771653543307087,0.0136986301369863,0.0
252,3.636363636363636,0.2222222222222222,0.6689655172413793,0.0051020408163265,0.0
253,3.272727272727273,0.32,0.6730769230769231,0.0295566502463054,0.0
254,2.1,0.3442622950819672,0.6807228915662651,0.005,0.0
255,4.0,0.4666666666666667,0.7238095238095238,0.008,0.0
256,2.6666666666666665,0.2727272727272727,0.6625,0.0,0.0052631578947368
257,2.4285714285714284,0.3265306122448979,0.6707818930041153,0.0033557046979865,0.0
258,2.6,0.3695652173913043,0.6592592592592592,0.0,0.0
259,5.4,0.3947368421052631,0.6928571428571428,0.0505617977528089,0.0
260,1.5714285714285714,0.3877551020408163,0.6712328767123288,0.0119047619047619,0.0
261,3.6666666666666665,0.4533333333333333,0.6538461538461539,0.0472727272727272,0.0
262,3.363636363636364,0.3861386138613861,0.5852090032154341,0.0080428954423592,0.0
263,3.0,0.1304347826086956,0.6956521739130435,0.0251256281407035,0.0050251256281407
264,1.75,0.3243243243243243,0.6571428571428571,0.024793388429752,0.0
265,2.3,0.3409090909090909,0.674074074074074,0.0125,0.0125
266,1.96,0.4347826086956521,0.6066481994459834,0.0073170731707317,0.0023310023310023
267,3.3846153846153846,0.3111111111111111,0.6428571428571429,0.0033557046979865,0.0
268,2.2,0.2894736842105263,0.6782608695652174,0.0215827338129496,0.0
269,1.4,0.3181818181818182,0.7033898305084746,0.0,0.0
270,3.555555555555556,0.3652173913043478,0.5870967741935483,0.0026595744680851,0.0026595744680851
271,2.7,0.125,0.6759259259259259,0.0145985401459854,0.0072992700729927
272,2.333333333333333,0.3829787234042553,0.6884057971014492,0.0186335403726708,0.0
273,2.076923076923077,0.4186046511627907,0.640625,0.0,0.0
274,2.7333333333333334,0.1351351351351351,0.59375,0.0338983050847457,0.0042372881355932
275,2.888888888888889,0.2291666666666666,0.6041666666666666,0.0232558139534883,0.0
276,2.6842105263157894,0.3365384615384615,0.5733333333333334,0.0198300283286118,0.0028328611898017
277,3.0,0.1875,0.7151898734177216,0.010204081632653,0.0204081632653061
278,2.4,0.2708333333333333,0.6060606060606061,0.0569620253164556,0.0
279,2.1333333333333333,0.28125,0.6242424242424243,0.0,0.0050251256281407
280,2.1818181818181817,0.192,0.609271523178808,0.0,0.0
281,1.8333333333333333,0.1818181818181818,0.6691176470588235,0.0063291139240506,0.0
282,3.5,0.1194029850746268,0.6625766871165644,0.01,0.01
283,2.6923076923076925,0.1549295774647887,0.6167664670658682,0.0049019607843137,0.0
284,2.75,0.3076923076923077,0.6363636363636364,0.0315315315315315,0.0045045045045045
285,3.25,0.4705882352941176,0.6589147286821705,0.0063694267515923,0.0
286,2.833333333333333,0.3333333333333333,0.6410256410256411,0.03125,0.0
287,3.076923076923077,0.1948051948051948,0.5778894472361809,0.0041493775933609,0.0
288,3.0,0.2692307692307692,0.7733333333333333,0.010204081632653,0.0
289,3.333333333333333,0.28125,0.696969696969697,0.0088105726872246,0.0
290,2.5357142857142856,0.2218649517684887,0.5212649945474372,0.0112994350282485,0.0018832391713747
291,4.166666666666667,0.2736842105263158,0.5492424242424242,0.0221518987341772,0.0
292,2.5454545454545454,0.196078431372549,0.6103896103896104,0.0109890109890109,0.0
293,3.357142857142857,0.26,0.6047430830039525,0.0033112582781456,0.0
294,3.0,0.24,0.648854961832061,0.0127388535031847,0.0
295,2.5454545454545454,0.2372881355932203,0.6589595375722543,0.0198019801980198,0.0049504950495049
296,2.4444444444444446,0.2222222222222222,0.6949152542372882,0.0283687943262411,0.0070921985815602
297,2.0,0.2653061224489796,0.6125,0.0267379679144385,0.0053475935828877
298,3.375,0.3170731707317073,0.7090909090909091,0.014388489208633,0.0
299,2.1538461538461537,0.4038461538461538,0.6737588652482269,0.0116959064327485,0.0
300,1.8333333333333333,0.38,0.696969696969697,0.0,0.0
301,2.5,0.5897435897435898,0.7132352941176471,0.0,0.0
302,1.5,0.3421052631578947,0.734375,0.0067567567567567,0.0
303,1.75,0.8,0.8837209302325582,0.0769230769230769,0.0
304,2.9444444444444446,0.3095238095238095,0.6214689265536724,0.0024449877750611,0.0024449877750611
305,3.111111111111111,0.3214285714285714,0.6626506024096386,0.0051020408163265,0.0
306,1.9,0.25,0.7450980392156863,0.0,0.0
307,1.6666666666666667,0.4,0.7431192660550459,0.0238095238095238,0.0
308,3.333333333333333,0.1219512195121951,0.6727272727272727,0.0229007633587786,0.0
309,2.75,0.2318840579710145,0.6888888888888889,0.0093457943925233,0.0046728971962616
310,1.8333333333333333,0.4242424242424242,0.7619047619047619,0.0185185185185185,0.0
311,2.7142857142857144,0.1944444444444444,0.6698113207547169,0.0,0.0
312,2.380952380952381,0.2948717948717949,0.6331658291457286,0.0079051383399209,0.0
313,1.2,0.125,0.8666666666666667,0.0,0.0
314,2.8,0.1666666666666666,0.6529411764705882,0.0,0.0
315,4.090909090909091,0.2753623188405797,0.65,0.013215859030837,0.0
316,2.333333333333333,0.1818181818181818,0.84375,0.025,0.0
317,2.2666666666666666,0.2622950819672131,0.6445783132530121,0.0099009900990099,0.0099009900990099
318,4.357142857142857,0.3181818181818182,0.5838709677419355,0.0134408602150537,0.0
319,4.6,0.5294117647058824,0.7307692307692307,0.0193548387096774,0.0
320,2.8,0.2222222222222222,0.7758620689655172,0.0136986301369863,0.0
321,2.571428571428572,0.14,0.6690140845070423,0.0246913580246913,0.0
322,2.111111111111111,0.1,0.6219512195121951,0.0098039215686274,0.0
323,1.5714285714285714,0.0476190476190476,0.7448979591836735,0.0,0.0
324,2.7142857142857144,0.0869565217391304,0.7047619047619048,0.0079365079365079,0.0
325,1.6,0.3636363636363636,0.6885245901639344,0.0357142857142857,0.0
326,3.1666666666666665,0.368,0.6145251396648045,0.0120192307692307,0.0
327,2.3,0.2452830188679245,0.7518248175182481,0.0185185185185185,0.0
328,3.375,0.2121212121212121,0.6039215686274509,0.0,0.0
329,1.6363636363636365,0.2692307692307692,0.7777777777777778,0.0,0.0
330,1.9166666666666667,0.2127659574468085,0.6744186046511628,0.0130718954248366,0.0
331,2.1818181818181817,0.2156862745098039,0.6301369863013698,0.0058479532163742,0.0
332,2.1666666666666665,0.375,0.7777777777777778,0.0,0.0
333,2.21875,0.3173652694610778,0.5831485587583148,0.0152380952380952,0.0019047619047619
334,2.5,0.2244897959183673,0.6869565217391305,0.0,0.0
335,2.0,0.1304347826086956,0.7692307692307693,0.0145985401459854,0.0
336,3.8,0.3,0.7151162790697675,0.0142180094786729,0.0
337,2.0,0.4,0.6506849315068494,0.0,0.0
338,2.857142857142857,0.3333333333333333,0.5611111111111111,0.0045045045045045,0.0
339,1.875,0.175,0.6759259259259259,0.0070921985815602,0.0
340,2.727272727272727,0.1846153846153846,0.6707317073170732,0.0204081632653061,0.0
341,2.888888888888889,0.2407407407407407,0.6538461538461539,0.0063291139240506,0.0
342,1.7307692307692308,0.2740740740740741,0.496042216358839,0.0023474178403755,0.0
343,2.555555555555556,0.3902439024390244,0.6728971962616822,0.0305343511450381,0.0076335877862595
344,2.2222222222222223,0.1935483870967742,0.6896551724137931,0.0091743119266055,0.0
345,1.7142857142857142,0.15,0.5714285714285714,0.0,0.0
346,2.9444444444444446,0.2719298245614035,0.6028368794326241,0.0,0.0
347,3.4285714285714284,0.217391304347826,0.6475409836065574,0.0204081632653061,0.0
348,4.0,0.1875,0.5701754385964912,0.0349650349650349,0.0
349,2.5384615384615383,0.3333333333333333,0.673728813559322,0.0110294117647058,0.0
350,2.25,0.3559322033898305,0.6111111111111112,0.0,0.0
351,3.15,0.2483221476510067,0.5346260387811634,0.0,0.0023419203747072
352,3.333333333333333,0.1428571428571428,0.6227544910179641,0.0047846889952153,0.0
353,1.7142857142857142,0.12,0.6984126984126984,0.0,0.0
354,4.125,0.2678571428571428,0.6792452830188679,0.0515463917525773,0.0
355,3.4375,0.2222222222222222,0.6186046511627907,0.0110294117647058,0.0
356,2.2666666666666666,0.1780821917808219,0.5833333333333334,0.0378787878787878,0.0
357,2.5,0.208955223880597,0.5991379310344828,0.007380073800738,0.003690036900369
358,2.933333333333333,0.1097560975609756,0.5978835978835979,0.0127659574468085,0.0
359,2.5,0.3870967741935484,0.7533333333333333,0.011049723756906,0.005524861878453
360,3.2,0.2278481012658227,0.57421875,0.0034602076124567,0.0
361,2.888888888888889,0.0930232558139534,0.6893203883495146,0.0,0.0
362,2.4285714285714284,0.2592592592592592,0.75,0.0,0.0
