id_noticia,trunc_verb_density,trunc_noun_density,trunc_adj_density,trunc_adv_density,trunc_pron_density
24,0.0802919708029197,0.1806569343065693,0.0620437956204379,0.0383211678832116,0.0474452554744525
25,0.1038961038961039,0.1883116883116883,0.0324675324675324,0.0324675324675324,0.0259740259740259
26,0.1373390557939914,0.2145922746781116,0.0128755364806866,0.0257510729613733,0.0429184549356223
27,0.0887949260042283,0.1839323467230444,0.0507399577167019,0.0338266384778012,0.0274841437632135
28,0.0897009966777408,0.1827242524916943,0.0332225913621262,0.0299003322259136,0.0332225913621262
29,0.0988296488946684,0.165149544863459,0.0390117035110533,0.0416124837451235,0.0520156046814044
30,0.0862068965517241,0.1954022988505747,0.0603448275862069,0.0316091954022988,0.0201149425287356
31,0.0978260869565217,0.1775362318840579,0.036231884057971,0.0289855072463768,0.0289855072463768
32,0.1125541125541125,0.1688311688311688,0.0389610389610389,0.0216450216450216,0.0303030303030303
33,0.1116504854368932,0.1941747572815534,0.0436893203883495,0.0242718446601941,0.029126213592233
34,0.1107692307692307,0.1969230769230769,0.0246153846153846,0.0553846153846153,0.043076923076923
35,0.146551724137931,0.1810344827586207,0.0474137931034482,0.0387931034482758,0.0689655172413793
36,0.1457943925233644,0.1682242990654205,0.0336448598130841,0.0392523364485981,0.0691588785046729
37,0.1093333333333333,0.1813333333333333,0.0426666666666666,0.032,0.0373333333333333
38,0.1205673758865248,0.1648936170212765,0.051418439716312,0.0531914893617021,0.0336879432624113
39,0.1198830409356725,0.2105263157894736,0.0467836257309941,0.0467836257309941,0.0380116959064327
40,0.1253012048192771,0.1554216867469879,0.0518072289156626,0.0481927710843373,0.0831325301204819
41,0.1206225680933852,0.2101167315175097,0.0428015564202334,0.046692607003891,0.0311284046692607
42,0.0884353741496598,0.1927437641723356,0.0521541950113378,0.0476190476190476,0.0453514739229024
43,0.1143617021276595,0.1728723404255319,0.0319148936170212,0.0239361702127659,0.0212765957446808
44,0.1206140350877193,0.2105263157894736,0.0416666666666666,0.0285087719298245,0.0175438596491228
45,0.1272727272727272,0.1772727272727272,0.0545454545454545,0.05,0.0318181818181818
46,0.1023102310231023,0.1683168316831683,0.0297029702970297,0.0099009900990099,0.0231023102310231
47,0.1032110091743119,0.1972477064220183,0.0458715596330275,0.0378440366972477,0.018348623853211
48,0.0880281690140845,0.1725352112676056,0.056338028169014,0.0140845070422535,0.028169014084507
49,0.1333333333333333,0.1768115942028985,0.008695652173913,0.0434782608695652,0.0318840579710144
50,0.1129568106312292,0.1727574750830564,0.0664451827242525,0.0531561461794019,0.0531561461794019
51,0.1085271317829457,0.1686046511627907,0.0484496124031007,0.0484496124031007,0.0368217054263565
52,0.1428571428571428,0.1648351648351648,0.0357142857142857,0.0329670329670329,0.0604395604395604
53,0.115079365079365,0.2103174603174603,0.0396825396825396,0.0357142857142857,0.0238095238095238
54,0.0884955752212389,0.1592920353982301,0.0398230088495575,0.0486725663716814,0.0353982300884955
55,0.1114285714285714,0.1942857142857142,0.0314285714285714,0.02,0.0285714285714285
56,0.1152542372881356,0.2203389830508474,0.0305084745762711,0.0203389830508474,0.0135593220338983
57,0.1352313167259786,0.2170818505338078,0.0249110320284697,0.0142348754448398,0.0427046263345195
58,0.1032745591939546,0.2317380352644836,0.0755667506297229,0.017632241813602,0.0151133501259445
59,0.1312741312741312,0.2084942084942085,0.0424710424710424,0.0308880308880308,0.0231660231660231
60,0.1111111111111111,0.1995464852607709,0.0453514739229024,0.0510204081632653,0.0532879818594104
61,0.0921052631578947,0.1578947368421052,0.0526315789473684,0.0328947368421052,0.0131578947368421
62,0.0841708542713567,0.1884422110552764,0.0276381909547738,0.0251256281407035,0.0238693467336683
63,0.053072625698324,0.1256983240223463,0.0391061452513966,0.0083798882681564,0.0139664804469273
64,0.0957178841309823,0.2443324937027707,0.0604534005037783,0.0302267002518891,0.0201511335012594
65,0.1070559610705596,0.1873479318734793,0.048661800486618,0.0413625304136253,0.0413625304136253
66,0.0737463126843657,0.2212389380530973,0.0324483775811209,0.0353982300884955,0.023598820058997
67,0.0869565217391304,0.1560102301790281,0.0562659846547314,0.0332480818414322,0.0460358056265984
68,0.1221719457013574,0.2081447963800905,0.0271493212669683,0.0316742081447963,0.0135746606334841
70,0.089058524173028,0.2162849872773536,0.0458015267175572,0.0330788804071246,0.015267175572519
71,0.1317073170731707,0.1609756097560975,0.0536585365853658,0.0390243902439024,0.0195121951219512
72,0.1205962059620596,0.1260162601626016,0.024390243902439,0.05420054200542,0.0907859078590785
73,0.0836820083682008,0.209205020920502,0.0167364016736401,0.0,0.0125523012552301
74,0.1047619047619047,0.1904761904761904,0.0412698412698412,0.0158730158730158,0.0158730158730158
75,0.1015625,0.1875,0.0572916666666666,0.0442708333333333,0.0182291666666666
76,0.132013201320132,0.1815181518151815,0.0264026402640264,0.0099009900990099,0.0429042904290429
77,0.1213017751479289,0.1715976331360946,0.044378698224852,0.0384615384615384,0.0414201183431952
78,0.1151079136690647,0.1942446043165467,0.0287769784172661,0.0287769784172661,0.0287769784172661
79,0.0911680911680911,0.1766381766381766,0.0455840455840455,0.0683760683760683,0.0455840455840455
80,0.0837004405286343,0.2026431718061674,0.0308370044052863,0.0176211453744493,0.013215859030837
81,0.099236641221374,0.2061068702290076,0.0419847328244274,0.0076335877862595,0.0305343511450381
82,0.0946291560102301,0.1815856777493606,0.0409207161125319,0.0306905370843989,0.0383631713554987
83,0.0590717299578059,0.1983122362869198,0.050632911392405,0.0337552742616033,0.0210970464135021
84,0.074487895716946,0.180633147113594,0.0540037243947858,0.0353817504655493,0.0353817504655493
85,0.1214574898785425,0.2105263157894736,0.0404858299595141,0.0242914979757085,0.0404858299595141
86,0.0858585858585858,0.1565656565656565,0.0353535353535353,0.0151515151515151,0.0151515151515151
87,0.1121951219512195,0.1756097560975609,0.0195121951219512,0.0634146341463414,0.0341463414634146
88,0.1134020618556701,0.2371134020618556,0.0824742268041237,0.0051546391752577,0.0309278350515463
89,0.100418410041841,0.2259414225941422,0.0543933054393305,0.0167364016736401,0.0292887029288702
90,0.0806451612903225,0.1827956989247312,0.0483870967741935,0.0161290322580645,0.0053763440860215
91,0.1020408163265306,0.1918367346938775,0.0285714285714285,0.0448979591836734,0.0408163265306122
92,0.1034482758620689,0.167487684729064,0.0246305418719211,0.0394088669950738,0.083743842364532
93,0.0996503496503496,0.2202797202797203,0.0629370629370629,0.0332167832167832,0.0192307692307692
94,0.104,0.172,0.048,0.048,0.024
95,0.1012658227848101,0.1772151898734177,0.0455696202531645,0.0253164556962025,0.030379746835443
96,0.0837988826815642,0.2122905027932961,0.0391061452513966,0.0446927374301676,0.0223463687150838
97,0.1130434782608695,0.1739130434782608,0.0347826086956521,0.0347826086956521,0.0652173913043478
98,0.1094619666048237,0.2059369202226345,0.0408163265306122,0.0445269016697588,0.0371057513914656
99,0.0816326530612244,0.1938775510204081,0.0204081632653061,0.0,0.0204081632653061
100,0.1182108626198083,0.194888178913738,0.0319488817891373,0.0255591054313099,0.0447284345047923
101,0.1215469613259668,0.1988950276243093,0.0276243093922651,0.011049723756906,0.011049723756906
102,0.1085714285714285,0.2,0.0628571428571428,0.0057142857142857,0.0285714285714285
103,0.1299435028248587,0.192090395480226,0.0169491525423728,0.0282485875706214,0.0225988700564971
104,0.1359404096834264,0.180633147113594,0.0521415270018622,0.0540037243947858,0.0763500931098696
105,0.0839160839160839,0.1736596736596736,0.0198135198135198,0.0337995337995338,0.0291375291375291
106,0.1058020477815699,0.1911262798634812,0.0170648464163822,0.0238907849829351,0.0341296928327645
107,0.1346153846153846,0.1955128205128205,0.0448717948717948,0.0416666666666666,0.0256410256410256
108,0.154228855721393,0.154228855721393,0.0149253731343283,0.0547263681592039,0.044776119402985
109,0.081081081081081,0.1824324324324324,0.018018018018018,0.0247747747747747,0.0202702702702702
110,0.1169590643274853,0.1637426900584795,0.0058479532163742,0.0175438596491228,0.0175438596491228
111,0.1304347826086956,0.2015810276679842,0.0316205533596837,0.0711462450592885,0.0355731225296442
112,0.0939597315436241,0.2348993288590604,0.0738255033557047,0.0536912751677852,0.0268456375838926
113,0.0839895013123359,0.1968503937007874,0.0577427821522309,0.0262467191601049,0.0446194225721784
114,0.1076923076923077,0.1923076923076923,0.0307692307692307,0.0256410256410256,0.023076923076923
115,0.1095406360424028,0.1802120141342756,0.0212014134275618,0.0212014134275618,0.0494699646643109
116,0.1218836565096952,0.1523545706371191,0.0277008310249307,0.0664819944598338,0.0498614958448753
117,0.072463768115942,0.2028985507246377,0.0289855072463768,0.0260869565217391,0.0202898550724637
118,0.0942028985507246,0.2282608695652173,0.0760869565217391,0.0253623188405797,0.0144927536231884
119,0.0817610062893081,0.1949685534591195,0.0440251572327044,0.0251572327044025,0.0471698113207547
120,0.1034985422740524,0.1836734693877551,0.0335276967930029,0.0495626822157434,0.0393586005830903
121,0.1294765840220385,0.18732782369146,0.0523415977961432,0.0413223140495867,0.0385674931129476
122,0.0739130434782608,0.2043478260869565,0.0956521739130434,0.017391304347826,0.017391304347826
123,0.1278026905829596,0.2174887892376681,0.0336322869955156,0.0448430493273542,0.0627802690582959
124,0.0722543352601156,0.1734104046242774,0.0173410404624277,0.0260115606936416,0.0202312138728323
125,0.0646551724137931,0.2155172413793103,0.0387931034482758,0.0129310344827586,0.0172413793103448
126,0.1101083032490974,0.1913357400722021,0.0505415162454873,0.0451263537906137,0.0451263537906137
127,0.1024096385542168,0.2108433734939759,0.0421686746987951,0.038152610441767,0.038152610441767
128,0.0968421052631579,0.191578947368421,0.0189473684210526,0.0357894736842105,0.0505263157894736
129,0.1239193083573487,0.239193083573487,0.0518731988472622,0.0172910662824207,0.0288184438040345
130,0.103125,0.153125,0.05,0.034375,0.015625
131,0.1239193083573487,0.2190201729106628,0.0374639769452449,0.0086455331412103,0.0403458213256484
132,0.0954907161803713,0.1936339522546419,0.0318302387267904,0.0318302387267904,0.0371352785145888
133,0.1364605543710021,0.2046908315565032,0.0298507462686567,0.0533049040511727,0.0852878464818763
134,0.1052631578947368,0.2210526315789473,0.0491228070175438,0.0245614035087719,0.0280701754385964
135,0.067251461988304,0.1812865497076023,0.0614035087719298,0.0350877192982456,0.023391812865497
136,0.0831099195710455,0.2010723860589812,0.0294906166219839,0.0080428954423592,0.0134048257372654
137,0.0722021660649819,0.1895306859205776,0.0180505415162454,0.0234657039711191,0.0162454873646209
138,0.1277533039647577,0.1923641703377386,0.0455212922173274,0.0308370044052863,0.0352422907488986
139,0.1028368794326241,0.2163120567375886,0.0283687943262411,0.0460992907801418,0.0212765957446808
140,0.1135135135135135,0.1783783783783784,0.027027027027027,0.0378378378378378,0.0162162162162162
141,0.0955223880597015,0.1791044776119403,0.0656716417910447,0.0388059701492537,0.026865671641791
142,0.1095890410958904,0.1872146118721461,0.0502283105022831,0.0547945205479452,0.0365296803652968
143,0.0981432360742705,0.2175066312997347,0.013262599469496,0.0344827586206896,0.0106100795755968
144,0.0838926174496644,0.1711409395973154,0.0536912751677852,0.0335570469798657,0.0268456375838926
145,0.1208665906499429,0.1664766248574686,0.0478905359179019,0.0456100342075256,0.0535917901938426
146,0.0714285714285714,0.1607142857142857,0.0446428571428571,0.0178571428571428,0.0044642857142857
147,0.106267029972752,0.2343324250681198,0.0435967302452316,0.0381471389645776,0.0136239782016348
148,0.0934579439252336,0.1744548286604361,0.02803738317757,0.0093457943925233,0.0249221183800623
149,0.1129629629629629,0.1944444444444444,0.0166666666666666,0.0296296296296296,0.0444444444444444
150,0.1168831168831168,0.1688311688311688,0.0162337662337662,0.0454545454545454,0.0324675324675324
151,0.0924369747899159,0.1932773109243697,0.042016806722689,0.042016806722689,0.0336134453781512
152,0.1052631578947368,0.2163742690058479,0.0116959064327485,0.023391812865497,0.023391812865497
153,0.1755102040816326,0.1551020408163265,0.0204081632653061,0.0551020408163265,0.0959183673469387
154,0.1025641025641025,0.2435897435897435,0.0833333333333333,0.0384615384615384,0.032051282051282
155,0.110576923076923,0.1826923076923076,0.0192307692307692,0.0096153846153846,0.0096153846153846
156,0.1105882352941176,0.1929411764705882,0.04,0.0305882352941176,0.04
157,0.1174603174603174,0.219047619047619,0.0253968253968253,0.0253968253968253,0.0349206349206349
158,0.1081081081081081,0.2393822393822393,0.0347490347490347,0.0308880308880308,0.027027027027027
159,0.125,0.2275280898876404,0.0660112359550561,0.0575842696629213,0.0379213483146067
160,0.0714285714285714,0.1709183673469387,0.0459183673469387,0.0204081632653061,0.0178571428571428
161,0.1245674740484429,0.1799307958477508,0.0207612456747404,0.0138408304498269,0.0449826989619377
162,0.1043771043771043,0.1885521885521885,0.0235690235690235,0.0639730639730639,0.0572390572390572
163,0.0875420875420875,0.1818181818181818,0.0235690235690235,0.0303030303030303,0.0168350168350168
164,0.0881834215167548,0.2116402116402116,0.0282186948853615,0.0529100529100529,0.0317460317460317
165,0.0662251655629139,0.2185430463576159,0.0231788079470198,0.0198675496688741,0.0364238410596026
166,0.0895140664961636,0.2046035805626598,0.0230179028132992,0.0204603580562659,0.0204603580562659
167,0.1468531468531468,0.2447552447552447,0.0419580419580419,0.0349650349650349,0.0419580419580419
168,0.0881226053639846,0.2413793103448276,0.0613026819923371,0.0153256704980842,0.0153256704980842
169,0.0952380952380952,0.2116402116402116,0.0687830687830687,0.0423280423280423,0.0211640211640211
170,0.0811965811965812,0.2051282051282051,0.0555555555555555,0.0085470085470085,0.0256410256410256
171,0.1432664756446991,0.1948424068767908,0.0200573065902578,0.0458452722063037,0.0716332378223495
172,0.078125,0.2135416666666666,0.0729166666666666,0.03125,0.015625
173,0.1339285714285714,0.2276785714285714,0.0178571428571428,0.0625,0.03125
174,0.0967741935483871,0.2193548387096774,0.032258064516129,0.0129032258064516,0.0193548387096774
175,0.1147540983606557,0.2098360655737705,0.0262295081967213,0.0393442622950819,0.0426229508196721
176,0.0955518945634266,0.2257001647446458,0.0247116968698517,0.0197693574958813,0.0197693574958813
177,0.117096018735363,0.2084309133489461,0.0257611241217798,0.018735362997658,0.0257611241217798
178,0.0774818401937046,0.1815980629539951,0.0411622276029055,0.0242130750605326,0.0338983050847457
179,0.0981595092024539,0.2208588957055214,0.0613496932515337,0.0122699386503067,0.0061349693251533
180,0.1100478468899521,0.1738437001594896,0.0318979266347687,0.0526315789473684,0.0414673046251993
181,0.1521739130434782,0.1782608695652174,0.0565217391304347,0.0434782608695652,0.0782608695652174
182,0.1144278606965174,0.1865671641791045,0.0348258706467661,0.0547263681592039,0.0696517412935323
183,0.1195121951219512,0.1609756097560975,0.0707317073170731,0.0560975609756097,0.0439024390243902
184,0.1133603238866396,0.1983805668016194,0.0283400809716599,0.0566801619433198,0.0566801619433198
185,0.1225626740947075,0.1643454038997214,0.0445682451253481,0.0501392757660167,0.0306406685236768
186,0.1522842639593908,0.1624365482233502,0.015228426395939,0.0,0.0456852791878172
187,0.0854700854700854,0.2051282051282051,0.0341880341880341,0.0256410256410256,0.0256410256410256
188,0.1058394160583941,0.1751824817518248,0.0583941605839416,0.0255474452554744,0.0328467153284671
189,0.1059602649006622,0.2350993377483443,0.043046357615894,0.0364238410596026,0.0165562913907284
190,0.1037037037037037,0.174074074074074,0.074074074074074,0.0407407407407407,0.037037037037037
191,0.1382488479262673,0.2211981566820276,0.0230414746543778,0.0599078341013824,0.0092165898617511
192,0.0836820083682008,0.1966527196652719,0.0962343096234309,0.0334728033472803,0.0125523012552301
193,0.1048689138576779,0.2247191011235955,0.048689138576779,0.0112359550561797,0.0149812734082397
194,0.1068376068376068,0.2179487179487179,0.0128205128205128,0.0598290598290598,0.0128205128205128
195,0.0959595959595959,0.1666666666666666,0.0227272727272727,0.0353535353535353,0.0505050505050505
196,0.0906862745098039,0.196078431372549,0.0588235294117647,0.0147058823529411,0.017156862745098
197,0.0917721518987341,0.2215189873417721,0.0949367088607595,0.0316455696202531,0.0158227848101265
198,0.088235294117647,0.1529411764705882,0.0294117647058823,0.0411764705882352,0.0470588235294117
199,0.1619047619047619,0.1619047619047619,0.0571428571428571,0.0285714285714285,0.0
200,0.1198630136986301,0.1986301369863013,0.0308219178082191,0.0273972602739726,0.0205479452054794
201,0.1073170731707317,0.2146341463414634,0.048780487804878,0.0195121951219512,0.0292682926829268
202,0.1170731707317073,0.1268292682926829,0.0341463414634146,0.024390243902439,0.0341463414634146
203,0.1179487179487179,0.0871794871794871,0.041025641025641,0.0307692307692307,0.082051282051282
204,0.0826086956521739,0.2,0.0260869565217391,0.0347826086956521,0.0565217391304347
205,0.1263736263736263,0.1428571428571428,0.0329670329670329,0.0549450549450549,0.0989010989010989
206,0.1132075471698113,0.1556603773584905,0.0330188679245283,0.0330188679245283,0.0613207547169811
207,0.1213872832369942,0.1618497109826589,0.0404624277456647,0.0520231213872832,0.0462427745664739
208,0.1367521367521367,0.1452991452991453,0.0555555555555555,0.0641025641025641,0.0769230769230769
209,0.0833333333333333,0.2307692307692307,0.0576923076923076,0.0384615384615384,0.0256410256410256
210,0.134453781512605,0.1848739495798319,0.0588235294117647,0.0588235294117647,0.0168067226890756
211,0.1489361702127659,0.1276595744680851,0.0496453900709219,0.0638297872340425,0.0212765957446808
212,0.1217948717948717,0.2243589743589743,0.0576923076923076,0.0448717948717948,0.0512820512820512
213,0.1647058823529411,0.2,0.0352941176470588,0.0529411764705882,0.0176470588235294
214,0.0772357723577235,0.1910569105691057,0.0609756097560975,0.024390243902439,0.024390243902439
215,0.0947368421052631,0.2210526315789473,0.0631578947368421,0.0105263157894736,0.0210526315789473
216,0.0973451327433628,0.1415929203539823,0.0265486725663716,0.0353982300884955,0.0176991150442477
217,0.1346153846153846,0.2211538461538461,0.0576923076923076,0.0288461538461538,0.0384615384615384
218,0.1489361702127659,0.1631205673758865,0.0212765957446808,0.0212765957446808,0.0070921985815602
219,0.1058823529411764,0.1352941176470588,0.0352941176470588,0.0294117647058823,0.0470588235294117
220,0.1459459459459459,0.1297297297297297,0.0378378378378378,0.0486486486486486,0.0702702702702702
221,0.1435897435897435,0.1487179487179487,0.0307692307692307,0.0512820512820512,0.082051282051282
222,0.1037735849056603,0.1981132075471698,0.0283018867924528,0.0660377358490566,0.0566037735849056
223,0.079646017699115,0.2123893805309734,0.0619469026548672,0.0176991150442477,0.0707964601769911
224,0.1358695652173913,0.125,0.0326086956521739,0.0760869565217391,0.1195652173913043
225,0.1237785016286645,0.1596091205211726,0.0488599348534201,0.0456026058631921,0.0456026058631921
226,0.1065573770491803,0.2295081967213114,0.0573770491803278,0.0163934426229508,0.0245901639344262
227,0.1038961038961039,0.2272727272727272,0.0324675324675324,0.0324675324675324,0.0389610389610389
228,0.1073446327683615,0.2090395480225988,0.0508474576271186,0.0225988700564971,0.0282485875706214
229,0.0970464135021097,0.1940928270042194,0.0632911392405063,0.0379746835443038,0.0210970464135021
230,0.1559633027522936,0.146788990825688,0.055045871559633,0.036697247706422,0.0275229357798165
231,0.1608391608391608,0.1048951048951049,0.0419580419580419,0.0699300699300699,0.0489510489510489
232,0.059322033898305,0.2372881355932203,0.0508474576271186,0.0254237288135593,0.0169491525423728
233,0.1088435374149659,0.1496598639455782,0.0408163265306122,0.0408163265306122,0.0272108843537414
234,0.1089108910891089,0.1881188118811881,0.0099009900990099,0.0297029702970297,0.0396039603960396
235,0.1327800829875518,0.1452282157676348,0.0331950207468879,0.0497925311203319,0.0705394190871369
236,0.1062992125984252,0.2125984251968504,0.0748031496062992,0.0492125984251968,0.0275590551181102
237,0.1497584541062802,0.1400966183574879,0.0289855072463768,0.0241545893719806,0.0676328502415458
238,0.112781954887218,0.206766917293233,0.0639097744360902,0.037593984962406,0.0300751879699248
239,0.1370967741935483,0.1693548387096774,0.0725806451612903,0.0403225806451612,0.0483870967741935
240,0.1727272727272727,0.1909090909090909,0.0272727272727272,0.0636363636363636,0.0272727272727272
241,0.0806451612903225,0.2177419354838709,0.0403225806451612,0.0403225806451612,0.032258064516129
242,0.1182795698924731,0.2150537634408602,0.064516129032258,0.021505376344086,0.0
243,0.1270718232044199,0.154696132596685,0.011049723756906,0.0497237569060773,0.0497237569060773
244,0.0956521739130434,0.2,0.0347826086956521,0.017391304347826,0.0347826086956521
245,0.1436170212765957,0.1808510638297872,0.0425531914893617,0.0425531914893617,0.0638297872340425
246,0.1452991452991453,0.1794871794871795,0.0341880341880341,0.0683760683760683,0.0427350427350427
247,0.0952380952380952,0.164021164021164,0.0529100529100529,0.037037037037037,0.0317460317460317
248,0.0884955752212389,0.2035398230088495,0.0353982300884955,0.0221238938053097,0.0176991150442477
249,0.0895522388059701,0.1492537313432835,0.044776119402985,0.0398009950248756,0.044776119402985
250,0.13,0.17,0.03,0.08,0.02
251,0.1301369863013698,0.1712328767123287,0.0410958904109589,0.0136986301369863,0.0684931506849315
252,0.1326530612244898,0.096938775510204,0.0357142857142857,0.0153061224489795,0.086734693877551
253,0.1231527093596059,0.1231527093596059,0.0246305418719211,0.0541871921182266,0.0788177339901477
254,0.13,0.175,0.055,0.05,0.035
255,0.096,0.144,0.096,0.016,0.008
256,0.0842105263157894,0.2052631578947368,0.0421052631578947,0.0368421052631578,0.0263157894736842
257,0.1342281879194631,0.1946308724832214,0.046979865771812,0.0604026845637583,0.0369127516778523
258,0.1761006289308176,0.1132075471698113,0.0377358490566037,0.0691823899371069,0.0880503144654088
259,0.095505617977528,0.1179775280898876,0.0505617977528089,0.0337078651685393,0.0561797752808988
260,0.0952380952380952,0.1964285714285714,0.0535714285714285,0.0595238095238095,0.0357142857142857
261,0.1163636363636363,0.1563636363636363,0.0545454545454545,0.069090909090909,0.0727272727272727
262,0.1072386058981233,0.163538873994638,0.064343163538874,0.0402144772117962,0.032171581769437
263,0.0804020100502512,0.1507537688442211,0.0150753768844221,0.0150753768844221,0.0301507537688442
264,0.1322314049586777,0.1735537190082644,0.0413223140495867,0.0578512396694214,0.0082644628099173
265,0.11875,0.15625,0.0375,0.05625,0.01875
266,0.0975609756097561,0.2390243902439024,0.1121951219512195,0.0341463414634146,0.0219512195121951
267,0.1241610738255033,0.1778523489932885,0.0503355704697986,0.0436241610738255,0.0771812080536912
268,0.1151079136690647,0.158273381294964,0.0431654676258992,0.0359712230215827,0.0287769784172661
269,0.1560283687943262,0.1560283687943262,0.0638297872340425,0.0354609929078014,0.0851063829787234
270,0.1170212765957446,0.1888297872340425,0.0851063829787234,0.026595744680851,0.026595744680851
271,0.0875912408759124,0.2043795620437956,0.0145985401459854,0.0218978102189781,0.0145985401459854
272,0.1118012422360248,0.1801242236024844,0.0683229813664596,0.0434782608695652,0.031055900621118
273,0.0955414012738853,0.1783439490445859,0.0636942675159235,0.0509554140127388,0.0254777070063694
274,0.1313559322033898,0.1822033898305084,0.0169491525423728,0.0254237288135593,0.0381355932203389
275,0.0930232558139534,0.1860465116279069,0.0116279069767441,0.0523255813953488,0.0174418604651162
276,0.1104815864022662,0.1841359773371104,0.0566572237960339,0.0424929178470254,0.0169971671388102
277,0.1377551020408163,0.1887755102040816,0.0204081632653061,0.0408163265306122,0.0510204081632653
278,0.0949367088607595,0.2088607594936709,0.0569620253164556,0.0253164556962025,0.0632911392405063
279,0.0904522613065326,0.2311557788944723,0.0402010050251256,0.050251256281407,0.0351758793969849
280,0.1111111111111111,0.245014245014245,0.0455840455840455,0.0227920227920227,0.0484330484330484
281,0.1265822784810126,0.2215189873417721,0.0379746835443038,0.0253164556962025,0.0569620253164556
282,0.165,0.17,0.02,0.02,0.065
283,0.1519607843137254,0.196078431372549,0.0245098039215686,0.0294117647058823,0.0294117647058823
284,0.1171171171171171,0.1756756756756756,0.0225225225225225,0.0675675675675675,0.0225225225225225
285,0.0636942675159235,0.1528662420382165,0.0700636942675159,0.0318471337579617,0.0063694267515923
286,0.0989583333333333,0.1979166666666666,0.0625,0.0364583333333333,0.0364583333333333
287,0.1327800829875518,0.1867219917012448,0.0414937759336099,0.0207468879668049,0.0373443983402489
288,0.1122448979591836,0.1530612244897959,0.0204081632653061,0.0510204081632653,0.0816326530612244
289,0.118942731277533,0.1629955947136563,0.0352422907488986,0.0440528634361233,0.0484581497797356
290,0.1064030131826742,0.1864406779661017,0.0376647834274952,0.027306967984934,0.0244821092278719
291,0.120253164556962,0.180379746835443,0.0537974683544303,0.0284810126582278,0.050632911392405
292,0.0989010989010989,0.1813186813186813,0.0219780219780219,0.0329670329670329,0.0219780219780219
293,0.119205298013245,0.2119205298013245,0.0463576158940397,0.0397350993377483,0.0132450331125827
294,0.1719745222929936,0.1464968152866242,0.0445859872611464,0.0318471337579617,0.0955414012738853
295,0.1188118811881188,0.1732673267326732,0.0495049504950495,0.0198019801980198,0.0297029702970297
296,0.1489361702127659,0.1702127659574468,0.0283687943262411,0.0425531914893617,0.0212765957446808
297,0.053475935828877,0.2085561497326203,0.0427807486631016,0.0267379679144385,0.0213903743315508
298,0.1510791366906475,0.1438848920863309,0.0503597122302158,0.0431654676258992,0.0503597122302158
299,0.1345029239766081,0.1695906432748538,0.0409356725146198,0.0818713450292397,0.023391812865497
300,0.1483870967741935,0.1741935483870967,0.0516129032258064,0.0709677419354838,0.0451612903225806
301,0.0714285714285714,0.1428571428571428,0.0494505494505494,0.0769230769230769,0.0384615384615384
302,0.1283783783783783,0.1283783783783783,0.0202702702702702,0.0675675675675675,0.0472972972972973
303,0.0384615384615384,0.1538461538461538,0.1153846153846153,0.0384615384615384,0.0
304,0.1222493887530562,0.1858190709046454,0.0660146699266503,0.0293398533007334,0.0146699266503667
305,0.096938775510204,0.1887755102040816,0.0510204081632653,0.0408163265306122,0.0204081632653061
